,i_dc,v_dc,p_dc,p_ac
2021-05-19 12:00:00+02:00,54.96081808180819,518.1918191819182,28480.24630553865,28260.68225667894
2021-05-19 13:00:00+02:00,48.89661566156617,538.4338433843384,26327.59269914391,26015.85333730672
2021-05-19 14:00:00+02:00,50.16046354635463,538.1938193819383,26996.05145798108,26363.08376165812
2021-05-19 15:00:00+02:00,31.980071007100705,585.7985798579858,18733.88017971714,18095.200604180776
2021-05-19 16:00:00+02:00,26.2800042861429,598.999899989999,15741.719939136343,15229.789067662188
2021-05-19 17:00:00+02:00,21.179964746474646,609.4009400940095,12907.090427659628,12420.434688822868
2021-05-19 18:00:00+02:00,2.279996656808538,607.8007800780078,1385.7837465834793,1247.5346630569345
2021-05-19 19:00:00+02:00,7.739464946494649,628.0428042804281,4860.715268626573,4678.030071031751
2021-05-19 20:00:00+02:00,2.9999898535308076,618.6018601860186,1855.7993039333392,1735.2530266019994
2021-05-19 21:00:00+02:00,0.0,,0.0,0.0
2021-05-19 22:00:00+02:00,0.0,,0.0,0.0
2021-05-19 23:00:00+02:00,0.0,,0.0,0.0
2021-05-20 00:00:00+02:00,0.0,,0.0,0.0
2021-05-20 01:00:00+02:00,0.0,,0.0,0.0
2021-05-20 02:00:00+02:00,0.0,,0.0,0.0
2021-05-20 03:00:00+02:00,0.0,,0.0,0.0
2021-05-20 04:00:00+02:00,0.0,,0.0,0.0
2021-05-20 05:00:00+02:00,0.0,,0.0,0.0
2021-05-20 06:00:00+02:00,0.0,,0.0,0.0
2021-05-20 07:00:00+02:00,3.5399734064315522,639.003900390039,2262.0568139867746,1950.0648039539208
2021-05-20 08:00:00+02:00,26.075964167845356,608.3608360836083,15863.595362836613,15616.912862419706
2021-05-20 09:00:00+02:00,27.721712742702838,600.3600360036004,16643.008460290544,16269.688212179717
2021-05-20 10:00:00+02:00,49.80042454245426,543.3943394339434,27061.268797776876,26626.040301037938
2021-05-20 11:00:00+02:00,41.457290729072895,561.2361236123613,23267.329144255556,22838.686089772138
2021-05-20 12:00:00+02:00,45.960394539453944,547.3947394739474,25158.478195044227,24589.47592583552
2021-05-20 13:00:00+02:00,51.356667666766675,533.2333233323333,27385.08657522418,26693.055948109497
2021-05-20 14:00:00+02:00,42.60331833183319,557.5557555755576,23753.725342531256,23385.718988046647
2021-05-20 15:00:00+02:00,39.177254725472544,566.036603660366,22175.760205543505,21854.35845120592
2021-05-20 16:00:00+02:00,32.580085008500845,582.998299829983,18994.13416827231,18665.961574926303
2021-05-20 17:00:00+02:00,20.039964746474645,609.4009400940095,12212.373355952457,11917.779064529133
2021-05-20 18:00:00+02:00,6.600373237323732,626.7626762676268,4136.867594590242,3854.5754297763533
2021-05-20 19:00:00+02:00,2.640157515751575,621.962196219622,1642.078166862591,1369.9760941331094
2021-05-20 20:00:00+02:00,2.700141914191419,621.5621562156216,1678.3060302729943,1551.6611407649355
2021-05-20 21:00:00+02:00,1.8599920825415874,619.001900190019,1151.3386334316333,976.7352242575203
2021-05-20 22:00:00+02:00,0.0,,0.0,0.0
2021-05-20 23:00:00+02:00,0.0,,0.0,0.0
2021-05-21 00:00:00+02:00,0.0,,0.0,0.0
2021-05-21 01:00:00+02:00,0.0,,0.0,0.0
2021-05-21 02:00:00+02:00,0.0,,0.0,0.0
2021-05-21 03:00:00+02:00,0.0,,0.0,0.0
2021-05-21 04:00:00+02:00,0.0,,0.0,0.0
2021-05-21 05:00:00+02:00,0.0,,0.0,0.0
2021-05-21 06:00:00+02:00,0.0,,0.0,0.0
2021-05-21 07:00:00+02:00,20.218595859585957,621.2421242124212,12560.643440401645,12028.104404465385
2021-05-21 08:00:00+02:00,51.47657565756576,542.4342434243424,27922.657370887606,27482.405403737743
2021-05-21 09:00:00+02:00,49.68040354035402,546.1946194619462,27135.16910643959,26761.356855044454
2021-05-21 10:00:00+02:00,42.900256525652566,565.7965796579658,24272.81840866355,23663.497564780148
2021-05-21 11:00:00+02:00,55.200634063406326,536.5936593659367,29620.310231403175,28803.989929279178
2021-05-21 12:00:00+02:00,48.23644764476448,555.2355235523553,26782.58926234658,26018.515675904826
2021-05-21 13:00:00+02:00,55.980642064206414,535.7935793579359,29994.068586336583,29283.80554440539
2021-05-21 14:00:00+02:00,49.56037653765376,549.7949794979498,27248.04620243002,26659.07817511707
2021-05-21 15:00:00+02:00,34.68007500750075,584.998499849985,20287.791854072897,19632.324867569514
2021-05-21 16:00:00+02:00,19.37993532686602,619.4019401940194,12003.96954229543,11677.124078012572
2021-05-21 17:00:00+02:00,11.220646652900585,633.5633563356336,7108.990553667888,6913.801104148435
2021-05-21 18:00:00+02:00,12.47913111311131,634.4434443444345,7917.302925828136,7670.525010312085
2021-05-21 19:00:00+02:00,6.900374934045129,637.5637563756376,4399.428963350105,4288.920583099079
2021-05-21 20:00:00+02:00,4.331157843057033,635.1635163516352,2750.9934454700688,2630.614645008345
2021-05-21 21:00:00+02:00,1.4999963501504787,611.8011801180119,917.6995371947735,754.1909173511723
2021-05-21 22:00:00+02:00,0.0,,0.0,0.0
2021-05-21 23:00:00+02:00,0.0,,0.0,0.0
2021-05-22 00:00:00+02:00,0.0,,0.0,0.0
2021-05-22 01:00:00+02:00,0.0,,0.0,0.0
2021-05-22 02:00:00+02:00,0.0,,0.0,0.0
2021-05-22 03:00:00+02:00,0.0,,0.0,0.0
2021-05-22 04:00:00+02:00,0.0,,0.0,0.0
2021-05-22 05:00:00+02:00,0.0,,0.0,0.0
2021-05-22 06:00:00+02:00,0.0,,0.0,0.0
2021-05-22 07:00:00+02:00,0.7200074663954945,608.7608760876087,438.3123760325407,242.53397813583345
2021-05-22 08:00:00+02:00,13.37991183733758,638.2038203820382,8539.1108509637,8138.422193810314
2021-05-22 09:00:00+02:00,11.999927592759274,636.2036203620362,7634.397378595744,7404.328663128818
2021-05-22 10:00:00+02:00,13.379083622647977,627.6427642764277,8397.285028404258,8253.573782052721
2021-05-22 11:00:00+02:00,21.23995274527453,612.6012601260127,13011.621816772138,12833.849251250354
2021-05-22 12:00:00+02:00,17.461037558301285,619.5619561956196,10818.19458682633,10665.803458461804
2021-05-22 13:00:00+02:00,16.61995363172681,617.0017001700171,10254.539647522291,10251.3345211149
2021-05-22 14:00:00+02:00,30.000035003500354,592.999299929993,17789.999754950994,17740.593043372788
2021-05-22 15:00:00+02:00,28.6800300030003,592.999299929993,17007.23771375037,16924.714428946107
2021-05-22 16:00:00+02:00,24.59828039946851,601.2401240124013,14789.473157868268,14657.292545509268
2021-05-22 17:00:00+02:00,12.719096481076678,621.6421642164216,7906.726663373978,7636.076154312799
2021-05-22 18:00:00+02:00,4.8602811281128115,625.1625162516252,3038.465579741293,2675.961926093417
2021-05-22 19:00:00+02:00,4.37998528424271,620.6020602060206,2718.2278910730784,2376.633311401242
2021-05-22 20:00:00+02:00,7.13995695221696,633.003300330033,4519.6163149676995,4326.622641148232
2021-05-22 21:00:00+02:00,0.12001483612928222,614.9214921492149,73.79970211266173,0.0
2021-05-22 22:00:00+02:00,0.0,,0.0,0.0
2021-05-22 23:00:00+02:00,0.0,,0.0,0.0
2021-05-23 00:00:00+02:00,0.0,,0.0,0.0
2021-05-23 01:00:00+02:00,0.0,,0.0,0.0
2021-05-23 02:00:00+02:00,0.0,,0.0,0.0
2021-05-23 03:00:00+02:00,0.0,,0.0,0.0
2021-05-23 04:00:00+02:00,0.0,,0.0,0.0
2021-05-23 05:00:00+02:00,0.0,,0.0,0.0
2021-05-23 06:00:00+02:00,0.0,,0.0,0.0
2021-05-23 07:00:00+02:00,6.720367898858852,644.3644364436443,4330.366073842142,4061.3602029712156
2021-05-23 08:00:00+02:00,30.169982998299833,603.4003400340034,18204.57799999422,18042.959347434495
2021-05-23 09:00:00+02:00,0.9000004207432428,578.9978997899791,521.0983534204352,353.81535193695953
2021-05-23 10:00:00+02:00,11.819944394439444,627.8027802780277,7420.593953560772,7304.493415315355
2021-05-23 11:00:00+02:00,42.9032493249325,566.7566756675667,24315.70296273552,23855.17671207051
2021-05-23 12:00:00+02:00,56.58067406740673,532.5932593259326,30134.485616418428,29705.02364437628
2021-05-23 13:00:00+02:00,53.51262526252624,537.4737473747375,28761.631231710027,28364.878861229725
2021-05-23 14:00:00+02:00,25.740002571685743,599.3999399939994,15428.555996913825,15238.702831400298
2021-05-23 15:00:00+02:00,33.540101010101004,579.7979797979798,19446.482807876742,19153.289252487175
2021-05-23 16:00:00+02:00,21.89848934893489,602.8402840284028,13201.291538904865,13098.016806986076
2021-05-23 17:00:00+02:00,8.280474547454746,620.3620362036204,5136.892050991279,5033.75777053553
2021-05-23 18:00:00+02:00,10.859258043451403,620.4420442044204,6737.540259022284,6434.084519464693
2021-05-23 19:00:00+02:00,7.019490669066907,624.4424442444245,4383.2679107430695,3931.8088413630617
2021-05-23 20:00:00+02:00,5.70030969763643,628.3628362836284,3581.8627693019,3403.553082207936
2021-05-23 21:00:00+02:00,0.8400076413289597,603.1603160316032,506.6592744129369,338.85960613004744
2021-05-23 22:00:00+02:00,0.0,,0.0,0.0
2021-05-23 23:00:00+02:00,0.0,,0.0,0.0
2021-05-24 00:00:00+02:00,0.0,,0.0,0.0
2021-05-24 01:00:00+02:00,0.0,,0.0,0.0
2021-05-24 02:00:00+02:00,0.0,,0.0,0.0
2021-05-24 03:00:00+02:00,0.0,,0.0,0.0
2021-05-24 04:00:00+02:00,0.0,,0.0,0.0
2021-05-24 05:00:00+02:00,0.0,,0.0,0.0
2021-05-24 06:00:00+02:00,0.0,,0.0,0.0
2021-05-24 07:00:00+02:00,0.0,,0.0,0.0
2021-05-24 08:00:00+02:00,0.3599944903581268,620.2020202020202,223.26931018170694,45.28131678461719
2021-05-24 09:00:00+02:00,6.240330408040805,647.5647564756475,4041.0180410105218,3964.021330956334
2021-05-24 10:00:00+02:00,1.1399943119311935,618.2018201820182,704.7465586330112,544.0143028722595
2021-05-24 11:00:00+02:00,8.04044704470447,642.3642364236424,5164.895626376319,4987.594970628335
2021-05-24 12:00:00+02:00,13.259077622047917,630.4430443044305,8359.093260712638,8257.413544772045
2021-05-24 13:00:00+02:00,6.8403815553969185,631.1631163116313,4317.3965392649225,4246.497019208411
2021-05-24 14:00:00+02:00,12.71909048047662,624.4424442444245,7942.339948194812,7892.479156399149
2021-05-24 15:00:00+02:00,31.26204820482047,590.3590359035904,18455.832638569384,18316.419766378225
2021-05-24 16:00:00+02:00,22.89146114611461,610.3610361036103,13972.055943068053,13959.252557594731
2021-05-24 17:00:00+02:00,10.559955877940736,625.002500250025,6599.998826242908,6515.581126736731
2021-05-24 18:00:00+02:00,1.140049091328886,602.3602360236024,686.7202397313613,525.3466786726567
2021-05-24 19:00:00+02:00,3.719987085665087,619.8019801980198,2305.655362006282,2157.250517826512
2021-05-24 20:00:00+02:00,3.2397626932504577,619.2419241924192,2006.196884095228,1710.71496463232
2021-05-24 21:00:00+02:00,0.05814404567191223,314.33143314331437,18.276501204802496,0.0
2021-05-24 22:00:00+02:00,0.0,,0.0,0.0
2021-05-24 23:00:00+02:00,0.0,,0.0,0.0
2021-05-25 00:00:00+02:00,0.0,,0.0,0.0
2021-05-25 01:00:00+02:00,0.0,,0.0,0.0
2021-05-25 02:00:00+02:00,0.0,,0.0,0.0
2021-05-25 03:00:00+02:00,0.0,,0.0,0.0
2021-05-25 04:00:00+02:00,0.0,,0.0,0.0
2021-05-25 05:00:00+02:00,0.0,,0.0,0.0
2021-05-25 06:00:00+02:00,0.0,,0.0,0.0
2021-05-25 07:00:00+02:00,29.27787378737874,625.2425242524253,18305.771711564597,18168.443367158736
2021-05-25 08:00:00+02:00,44.39406090609061,591.8791879187919,26275.920717514295,25863.771415701183
2021-05-25 09:00:00+02:00,55.07635563556355,564.4364436443644,31087.10230382974,30618.518092959526
2021-05-25 10:00:00+02:00,63.304576457645766,542.3542354235424,34333.50516349765,33872.831896299795
2021-05-25 11:00:00+02:00,60.004528452845285,547.1547154715472,32831.76069262092,32562.574318549356
2021-05-25 12:00:00+02:00,53.34033153315332,555.7955795579558,29646.32047828245,29409.835220801913
2021-05-25 13:00:00+02:00,50.636411641164116,558.8358835883589,28297.443841233813,27871.98932839516
2021-05-25 14:00:00+02:00,48.77641564156416,558.4358435843585,27238.49881581818,26913.664396296954
2021-05-25 15:00:00+02:00,36.96250825082508,581.958195819582,21510.634614616578,21144.848998617414
2021-05-25 16:00:00+02:00,22.66198394839484,604.2804280428043,13694.193360635194,13517.794114276829
