,Observation period,ghi_extra,ghi_clear,bhi_clear,dhi_clear,dni_clear,ghi,bhi,dhi,dni,Reliability
2022-01-01 00:00:00+00:00,2022-01-01T00:00:00.0/2022-01-01T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 01:00:00+00:00,2022-01-01T01:00:00.0/2022-01-01T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 02:00:00+00:00,2022-01-01T02:00:00.0/2022-01-01T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 03:00:00+00:00,2022-01-01T03:00:00.0/2022-01-01T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 04:00:00+00:00,2022-01-01T04:00:00.0/2022-01-01T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 05:00:00+00:00,2022-01-01T05:00:00.0/2022-01-01T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 06:00:00+00:00,2022-01-01T06:00:00.0/2022-01-01T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 07:00:00+00:00,2022-01-01T07:00:00.0/2022-01-01T08:00:00.0,2.5582,0.6882,0.0808,0.6074,1.1661,0.6882,0.0808,0.6074,1.1661,0.925
2022-01-01 08:00:00+00:00,2022-01-01T08:00:00.0/2022-01-01T09:00:00.0,121.5094,59.1956,33.7021,25.4935,337.403,59.1956,33.7021,25.4935,337.403,0.7167
2022-01-01 09:00:00+00:00,2022-01-01T09:00:00.0/2022-01-01T10:00:00.0,275.2233,168.2155,120.5374,47.6781,610.7193,150.5869,89.5794,61.0075,471.0327,1.0
2022-01-01 10:00:00+00:00,2022-01-01T10:00:00.0/2022-01-01T11:00:00.0,382.0627,252.1268,192.0077,60.1192,706.5094,248.1986,184.7669,63.4317,677.5654,1.0
2022-01-01 11:00:00+00:00,2022-01-01T11:00:00.0/2022-01-01T12:00:00.0,434.7508,294.2398,227.2887,66.9511,735.9725,281.0088,196.1014,84.9074,633.1003,1.0
2022-01-01 12:00:00+00:00,2022-01-01T12:00:00.0/2022-01-01T13:00:00.0,429.6991,289.2967,221.7659,67.5307,726.3911,288.865,221.0107,67.8544,723.7922,1.0
2022-01-01 13:00:00+00:00,2022-01-01T13:00:00.0/2022-01-01T14:00:00.0,367.2527,237.9415,176.4843,61.4572,674.8492,225.3259,154.58,70.7458,596.6607,1.0
2022-01-01 14:00:00+00:00,2022-01-01T14:00:00.0/2022-01-01T15:00:00.0,251.6666,147.1628,98.9889,48.1738,544.8499,147.1628,98.9889,48.1738,544.8499,1.0
2022-01-01 15:00:00+00:00,2022-01-01T15:00:00.0/2022-01-01T16:00:00.0,90.824,39.9784,19.0528,20.9257,214.4652,39.9784,19.0528,20.9257,214.4652,0.7833
2022-01-01 16:00:00+00:00,2022-01-01T16:00:00.0/2022-01-01T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 17:00:00+00:00,2022-01-01T17:00:00.0/2022-01-01T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 18:00:00+00:00,2022-01-01T18:00:00.0/2022-01-01T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 19:00:00+00:00,2022-01-01T19:00:00.0/2022-01-01T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 20:00:00+00:00,2022-01-01T20:00:00.0/2022-01-01T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 21:00:00+00:00,2022-01-01T21:00:00.0/2022-01-01T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 22:00:00+00:00,2022-01-01T22:00:00.0/2022-01-01T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 23:00:00+00:00,2022-01-01T23:00:00.0/2022-01-02T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 00:00:00+00:00,2022-01-02T00:00:00.0/2022-01-02T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 01:00:00+00:00,2022-01-02T01:00:00.0/2022-01-02T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 02:00:00+00:00,2022-01-02T02:00:00.0/2022-01-02T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 03:00:00+00:00,2022-01-02T03:00:00.0/2022-01-02T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 04:00:00+00:00,2022-01-02T04:00:00.0/2022-01-02T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 05:00:00+00:00,2022-01-02T05:00:00.0/2022-01-02T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 06:00:00+00:00,2022-01-02T06:00:00.0/2022-01-02T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 07:00:00+00:00,2022-01-02T07:00:00.0/2022-01-02T08:00:00.0,2.5935,0.6688,0.0448,0.624,0.6575,0.6688,0.0448,0.624,0.6575,0.925
2022-01-02 08:00:00+00:00,2022-01-02T08:00:00.0/2022-01-02T09:00:00.0,121.972,57.7735,29.8814,27.8921,291.164,57.7101,29.7964,27.9137,290.5735,0.7167
2022-01-02 09:00:00+00:00,2022-01-02T09:00:00.0/2022-01-02T10:00:00.0,276.1255,166.6344,113.8496,52.7848,574.5795,162.0216,109.416,52.6056,548.933,1.0
2022-01-02 10:00:00+00:00,2022-01-02T10:00:00.0/2022-01-02T11:00:00.0,383.4439,249.6599,182.8267,66.8332,670.2722,144.7979,55.5345,89.2634,218.978,1.0
2022-01-02 11:00:00+00:00,2022-01-02T11:00:00.0/2022-01-02T12:00:00.0,436.6177,290.8189,216.5112,74.3077,698.1015,103.3001,0.4274,102.8727,1.3593,1.0
2022-01-02 12:00:00+00:00,2022-01-02T12:00:00.0/2022-01-02T13:00:00.0,432.0256,285.9448,210.4264,75.5184,685.5221,172.7312,15.3715,157.3596,50.226,1.0
2022-01-02 13:00:00+00:00,2022-01-02T13:00:00.0/2022-01-02T14:00:00.0,369.9814,235.7364,165.8506,69.8858,629.3013,156.3832,52.4401,103.9431,190.7617,1.0
2022-01-02 14:00:00+00:00,2022-01-02T14:00:00.0/2022-01-02T15:00:00.0,254.7132,146.1005,90.553,55.5475,491.3209,101.1084,15.896,85.2124,101.5838,1.0
2022-01-02 15:00:00+00:00,2022-01-02T15:00:00.0/2022-01-02T16:00:00.0,94.075,40.6525,16.8499,23.8026,184.1294,34.1859,3.5254,30.6605,31.4576,0.7833
2022-01-02 16:00:00+00:00,2022-01-02T16:00:00.0/2022-01-02T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917
2022-01-02 17:00:00+00:00,2022-01-02T17:00:00.0/2022-01-02T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 18:00:00+00:00,2022-01-02T18:00:00.0/2022-01-02T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 19:00:00+00:00,2022-01-02T19:00:00.0/2022-01-02T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 20:00:00+00:00,2022-01-02T20:00:00.0/2022-01-02T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 21:00:00+00:00,2022-01-02T21:00:00.0/2022-01-02T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 22:00:00+00:00,2022-01-02T22:00:00.0/2022-01-02T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-02 23:00:00+00:00,2022-01-02T23:00:00.0/2022-01-03T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 00:00:00+00:00,2022-01-03T00:00:00.0/2022-01-03T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 01:00:00+00:00,2022-01-03T01:00:00.0/2022-01-03T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 02:00:00+00:00,2022-01-03T02:00:00.0/2022-01-03T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 03:00:00+00:00,2022-01-03T03:00:00.0/2022-01-03T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 04:00:00+00:00,2022-01-03T04:00:00.0/2022-01-03T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 05:00:00+00:00,2022-01-03T05:00:00.0/2022-01-03T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 06:00:00+00:00,2022-01-03T06:00:00.0/2022-01-03T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 07:00:00+00:00,2022-01-03T07:00:00.0/2022-01-03T08:00:00.0,2.6542,0.6893,0.029,0.6603,0.3805,0.5103,0.0003,0.5101,0.0035,0.925
2022-01-03 08:00:00+00:00,2022-01-03T08:00:00.0/2022-01-03T09:00:00.0,122.6053,57.5504,27.9269,29.6235,268.9837,42.2864,0.4727,41.8137,4.0343,0.7167
2022-01-03 09:00:00+00:00,2022-01-03T09:00:00.0/2022-01-03T10:00:00.0,277.201,165.5292,110.2196,55.3096,553.087,112.7915,6.9191,105.8724,36.847,1.0
2022-01-03 10:00:00+00:00,2022-01-03T10:00:00.0/2022-01-03T11:00:00.0,384.9981,249.3323,182.2823,67.05,665.3482,65.8393,0.3185,65.5209,1.2948,1.0
2022-01-03 11:00:00+00:00,2022-01-03T11:00:00.0/2022-01-03T12:00:00.0,438.6548,291.7069,219.8647,71.8422,705.5708,117.2767,4.8716,112.405,15.4312,1.0
2022-01-03 12:00:00+00:00,2022-01-03T12:00:00.0/2022-01-03T13:00:00.0,434.5169,287.3499,215.9444,71.4055,699.4846,133.2279,6.5234,126.7045,20.8304,1.0
2022-01-03 13:00:00+00:00,2022-01-03T13:00:00.0/2022-01-03T14:00:00.0,372.8676,236.8654,171.3108,65.5546,645.124,103.6667,40.1781,63.4886,158.3486,1.0
2022-01-03 14:00:00+00:00,2022-01-03T14:00:00.0/2022-01-03T15:00:00.0,257.9081,147.4666,95.4077,52.0588,512.0541,90.5857,1.0125,89.5732,5.1664,1.0
2022-01-03 15:00:00+00:00,2022-01-03T15:00:00.0/2022-01-03T16:00:00.0,97.4718,41.886,18.9098,22.9762,204.797,25.5026,0.0108,25.4918,0.0872,0.7833
2022-01-03 16:00:00+00:00,2022-01-03T16:00:00.0/2022-01-03T17:00:00.0,0.051,0.012,0.0036,0.0084,0.0,0.0075,0.0,0.0075,0.0,0.9833
2022-01-03 17:00:00+00:00,2022-01-03T17:00:00.0/2022-01-03T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 18:00:00+00:00,2022-01-03T18:00:00.0/2022-01-03T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 19:00:00+00:00,2022-01-03T19:00:00.0/2022-01-03T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 20:00:00+00:00,2022-01-03T20:00:00.0/2022-01-03T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 21:00:00+00:00,2022-01-03T21:00:00.0/2022-01-03T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 22:00:00+00:00,2022-01-03T22:00:00.0/2022-01-03T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 23:00:00+00:00,2022-01-03T23:00:00.0/2022-01-04T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 00:00:00+00:00,2022-01-04T00:00:00.0/2022-01-04T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 01:00:00+00:00,2022-01-04T01:00:00.0/2022-01-04T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 02:00:00+00:00,2022-01-04T02:00:00.0/2022-01-04T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 03:00:00+00:00,2022-01-04T03:00:00.0/2022-01-04T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 04:00:00+00:00,2022-01-04T04:00:00.0/2022-01-04T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 05:00:00+00:00,2022-01-04T05:00:00.0/2022-01-04T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 06:00:00+00:00,2022-01-04T06:00:00.0/2022-01-04T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 07:00:00+00:00,2022-01-04T07:00:00.0/2022-01-04T08:00:00.0,2.7731,0.7322,0.1436,0.5886,1.8289,0.5049,0.0002,0.5047,0.0026,0.9167
2022-01-04 08:00:00+00:00,2022-01-04T08:00:00.0/2022-01-04T09:00:00.0,123.4097,59.7327,37.4676,22.2652,376.7207,30.0426,0.0344,30.0082,0.3973,0.7167
2022-01-04 09:00:00+00:00,2022-01-04T09:00:00.0/2022-01-04T10:00:00.0,278.4495,167.9362,126.2703,41.666,633.0599,16.4806,0.0,16.4806,0.0,1.0
2022-01-04 10:00:00+00:00,2022-01-04T10:00:00.0/2022-01-04T11:00:00.0,386.7247,252.02,198.4081,53.6119,721.374,72.8217,1.3719,71.4498,4.6356,1.0
2022-01-04 11:00:00+00:00,2022-01-04T11:00:00.0/2022-01-04T12:00:00.0,440.8608,295.5183,234.401,61.1173,748.5106,136.7715,4.9401,131.8314,15.621,1.0
2022-01-04 12:00:00+00:00,2022-01-04T12:00:00.0/2022-01-04T13:00:00.0,437.1713,292.0141,227.2975,64.7165,731.7255,140.3723,5.3597,135.0126,16.9418,1.0
2022-01-04 13:00:00+00:00,2022-01-04T13:00:00.0/2022-01-04T14:00:00.0,375.909,241.5258,178.1155,63.4103,665.1478,138.4198,3.9224,134.4974,15.2799,1.0
2022-01-04 14:00:00+00:00,2022-01-04T14:00:00.0/2022-01-04T15:00:00.0,261.2489,151.1701,97.9662,53.2039,518.6896,85.8938,4.2973,81.5965,20.0674,1.0
2022-01-04 15:00:00+00:00,2022-01-04T15:00:00.0/2022-01-04T16:00:00.0,101.0042,44.3351,20.0988,24.2363,215.984,30.4127,7.4302,22.9825,106.0587,0.7833
2022-01-04 16:00:00+00:00,2022-01-04T16:00:00.0/2022-01-04T17:00:00.0,0.1671,0.0374,0.0036,0.0338,0.0,0.0374,0.0036,0.0338,0.0,0.9833
2022-01-04 17:00:00+00:00,2022-01-04T17:00:00.0/2022-01-04T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 18:00:00+00:00,2022-01-04T18:00:00.0/2022-01-04T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 19:00:00+00:00,2022-01-04T19:00:00.0/2022-01-04T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 20:00:00+00:00,2022-01-04T20:00:00.0/2022-01-04T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 21:00:00+00:00,2022-01-04T21:00:00.0/2022-01-04T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 22:00:00+00:00,2022-01-04T22:00:00.0/2022-01-04T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04 23:00:00+00:00,2022-01-04T23:00:00.0/2022-01-05T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 00:00:00+00:00,2022-01-05T00:00:00.0/2022-01-05T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 01:00:00+00:00,2022-01-05T01:00:00.0/2022-01-05T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 02:00:00+00:00,2022-01-05T02:00:00.0/2022-01-05T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 03:00:00+00:00,2022-01-05T03:00:00.0/2022-01-05T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 04:00:00+00:00,2022-01-05T04:00:00.0/2022-01-05T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 05:00:00+00:00,2022-01-05T05:00:00.0/2022-01-05T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 06:00:00+00:00,2022-01-05T06:00:00.0/2022-01-05T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 07:00:00+00:00,2022-01-05T07:00:00.0/2022-01-05T08:00:00.0,2.8962,0.7818,0.0695,0.7124,1.488,0.7818,0.0695,0.7124,1.488,0.9167
2022-01-05 08:00:00+00:00,2022-01-05T08:00:00.0/2022-01-05T09:00:00.0,124.3846,61.017,31.5013,29.5157,305.94,61.017,31.5013,29.5157,305.94,0.7167
2022-01-05 09:00:00+00:00,2022-01-05T09:00:00.0/2022-01-05T10:00:00.0,279.8701,174.2523,118.3729,55.8794,588.5313,174.2523,118.3729,55.8794,588.5313,1.0
2022-01-05 10:00:00+00:00,2022-01-05T10:00:00.0/2022-01-05T11:00:00.0,388.622,263.0555,195.3316,67.7239,706.3106,257.3817,189.1168,68.2648,684.3487,1.0
2022-01-05 11:00:00+00:00,2022-01-05T11:00:00.0/2022-01-05T12:00:00.0,443.2337,308.6767,236.4594,72.2173,750.9645,308.6767,236.4594,72.2173,750.9645,1.0
2022-01-05 12:00:00+00:00,2022-01-05T12:00:00.0/2022-01-05T13:00:00.0,439.9863,305.8779,234.9846,70.8933,751.774,292.1108,210.5025,81.6083,670.6965,1.0
2022-01-05 13:00:00+00:00,2022-01-05T13:00:00.0/2022-01-05T14:00:00.0,379.1027,255.111,191.1352,63.9758,708.3782,235.742,158.0758,77.6662,594.3638,1.0
2022-01-05 14:00:00+00:00,2022-01-05T14:00:00.0/2022-01-05T15:00:00.0,264.7323,162.6571,112.2634,50.3938,589.1911,162.6571,112.2634,50.3938,589.1911,1.0
2022-01-05 15:00:00+00:00,2022-01-05T15:00:00.0/2022-01-05T16:00:00.0,104.669,49.661,25.9071,23.7539,276.087,49.661,25.9071,23.7539,276.087,0.7833
2022-01-05 16:00:00+00:00,2022-01-05T16:00:00.0/2022-01-05T17:00:00.0,0.3545,0.0843,0.0054,0.0789,0.0,0.0843,0.0054,0.0789,0.0,0.9667
2022-01-05 17:00:00+00:00,2022-01-05T17:00:00.0/2022-01-05T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 18:00:00+00:00,2022-01-05T18:00:00.0/2022-01-05T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 19:00:00+00:00,2022-01-05T19:00:00.0/2022-01-05T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 20:00:00+00:00,2022-01-05T20:00:00.0/2022-01-05T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 21:00:00+00:00,2022-01-05T21:00:00.0/2022-01-05T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 22:00:00+00:00,2022-01-05T22:00:00.0/2022-01-05T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05 23:00:00+00:00,2022-01-05T23:00:00.0/2022-01-06T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 00:00:00+00:00,2022-01-06T00:00:00.0/2022-01-06T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 01:00:00+00:00,2022-01-06T01:00:00.0/2022-01-06T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 02:00:00+00:00,2022-01-06T02:00:00.0/2022-01-06T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 03:00:00+00:00,2022-01-06T03:00:00.0/2022-01-06T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 04:00:00+00:00,2022-01-06T04:00:00.0/2022-01-06T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 05:00:00+00:00,2022-01-06T05:00:00.0/2022-01-06T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 06:00:00+00:00,2022-01-06T06:00:00.0/2022-01-06T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 07:00:00+00:00,2022-01-06T07:00:00.0/2022-01-06T08:00:00.0,3.0477,0.8488,0.122,0.7268,2.5957,0.4376,0.0,0.4376,0.0,0.9167
2022-01-06 08:00:00+00:00,2022-01-06T08:00:00.0/2022-01-06T09:00:00.0,125.5322,62.1366,34.6882,27.4483,339.5853,30.6546,0.0005,30.6541,0.0045,0.7167
2022-01-06 09:00:00+00:00,2022-01-06T09:00:00.0/2022-01-06T10:00:00.0,281.4643,175.1549,123.8004,51.3545,612.6645,60.0664,0.3836,59.6828,1.593,1.0
2022-01-06 10:00:00+00:00,2022-01-06T10:00:00.0/2022-01-06T11:00:00.0,390.6912,264.2283,201.4451,62.7833,724.6381,191.8104,69.7962,122.0142,250.5673,1.0
2022-01-06 11:00:00+00:00,2022-01-06T11:00:00.0/2022-01-06T12:00:00.0,445.774,310.7137,243.0342,67.6795,767.4379,198.5165,39.6329,158.8836,126.6435,1.0
2022-01-06 12:00:00+00:00,2022-01-06T12:00:00.0/2022-01-06T13:00:00.0,442.9618,308.1035,240.0285,68.075,762.6782,233.4112,108.8692,124.542,350.5283,1.0
2022-01-06 13:00:00+00:00,2022-01-06T13:00:00.0/2022-01-06T14:00:00.0,382.448,256.6793,192.9963,63.683,708.8247,256.6793,192.9963,63.683,708.8247,1.0
2022-01-06 14:00:00+00:00,2022-01-06T14:00:00.0/2022-01-06T15:00:00.0,268.3573,163.7756,112.0536,51.722,579.7659,155.5757,98.4115,57.1642,498.4646,1.0
2022-01-06 15:00:00+00:00,2022-01-06T15:00:00.0/2022-01-06T16:00:00.0,108.4646,51.3115,26.4859,24.8256,278.9796,39.2422,4.4806,34.7616,39.6712,0.7833
2022-01-06 16:00:00+00:00,2022-01-06T16:00:00.0/2022-01-06T17:00:00.0,0.6193,0.1527,0.0095,0.1432,0.0,0.1225,0.0008,0.1217,0.0,0.9583
2022-01-06 17:00:00+00:00,2022-01-06T17:00:00.0/2022-01-06T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 18:00:00+00:00,2022-01-06T18:00:00.0/2022-01-06T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 19:00:00+00:00,2022-01-06T19:00:00.0/2022-01-06T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 20:00:00+00:00,2022-01-06T20:00:00.0/2022-01-06T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 21:00:00+00:00,2022-01-06T21:00:00.0/2022-01-06T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 22:00:00+00:00,2022-01-06T22:00:00.0/2022-01-06T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06 23:00:00+00:00,2022-01-06T23:00:00.0/2022-01-07T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 00:00:00+00:00,2022-01-07T00:00:00.0/2022-01-07T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 01:00:00+00:00,2022-01-07T01:00:00.0/2022-01-07T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 02:00:00+00:00,2022-01-07T02:00:00.0/2022-01-07T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 03:00:00+00:00,2022-01-07T03:00:00.0/2022-01-07T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 04:00:00+00:00,2022-01-07T04:00:00.0/2022-01-07T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 05:00:00+00:00,2022-01-07T05:00:00.0/2022-01-07T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 06:00:00+00:00,2022-01-07T06:00:00.0/2022-01-07T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 07:00:00+00:00,2022-01-07T07:00:00.0/2022-01-07T08:00:00.0,3.2277,0.8057,0.019,0.7866,0.4118,0.8057,0.019,0.7866,0.4118,0.9167
2022-01-07 08:00:00+00:00,2022-01-07T08:00:00.0/2022-01-07T09:00:00.0,126.8516,55.6582,17.9672,37.691,163.7806,40.2693,11.0117,29.2576,113.5347,0.7167
2022-01-07 09:00:00+00:00,2022-01-07T09:00:00.0/2022-01-07T10:00:00.0,283.2308,164.1105,86.3419,77.7686,420.963,132.985,54.1116,78.8734,257.5181,1.0
