,zenith,azimuth
2022-01-05 00:00:00+00:00,153.17904246072203,328.2658511156833
2022-01-05 01:00:00+00:00,152.9007532623581,16.895610376923152
2022-01-05 02:00:00+00:00,147.9362371450275,43.29592223604979
2022-01-05 03:00:00+00:00,140.04637925174595,62.86471248890114
2022-01-05 04:00:00+00:00,130.76522067828674,77.62300341207848
2022-01-05 05:00:00+00:00,120.96153334910551,89.7488573936974
2022-01-05 06:00:00+00:00,111.13513962806668,100.63554904149102
2022-01-05 07:00:00+00:00,101.64256986043894,111.15578207039744
2022-01-05 08:00:00+00:00,92.68436532785933,121.90919809143361
2022-01-05 09:00:00+00:00,84.80573388341342,133.33651799851515
2022-01-05 10:00:00+00:00,78.49247732396451,145.7307842430045
2022-01-05 11:00:00+00:00,73.94405754451674,159.1714313997982
2022-01-05 12:00:00+00:00,71.60811405839748,173.4347992788431
2022-01-05 13:00:00+00:00,71.72635630620628,187.99423515796835
2022-01-05 14:00:00+00:00,74.28605170333272,202.19938211503614
2022-01-05 15:00:00+00:00,79.02444622300477,215.5475849173762
2022-01-05 16:00:00+00:00,85.46866828902533,227.8465532930352
2022-01-05 17:00:00+00:00,93.52129559644429,239.20050059075058
2022-01-05 18:00:00+00:00,102.51439737230162,249.91891825774033
2022-01-05 19:00:00+00:00,112.04915323891919,260.4566150445931
2022-01-05 20:00:00+00:00,121.88426359518566,271.4337017017329
2022-01-05 21:00:00+00:00,131.65411394651818,283.76091465725546
2022-01-05 22:00:00+00:00,140.8332156053686,298.89768642352817
2022-01-05 23:00:00+00:00,148.49750644287107,319.07698618356557
2022-01-06 00:00:00+00:00,153.0495882303903,328.0843801634552
2022-01-06 01:00:00+00:00,152.81012059379825,16.624942395315458
2022-01-06 02:00:00+00:00,147.88601432556518,43.02136782060616
2022-01-06 03:00:00+00:00,140.02232765120334,62.626450068009156
2022-01-06 04:00:00+00:00,130.75379668476455,77.41878086453931
2022-01-06 05:00:00+00:00,120.95356937019385,89.56811952931648
2022-01-06 06:00:00+00:00,111.12430270581922,100.46947474790667
2022-01-06 07:00:00+00:00,101.62392408664473,110.99827432399044
2022-01-06 08:00:00+00:00,92.65332455626204,121.75658404856652
2022-01-06 09:00:00+00:00,84.75779340946825,133.18755048631235
2022-01-06 10:00:00+00:00,78.42535446930472,145.5870246192205
2022-01-06 11:00:00+00:00,73.85565351276492,159.03748128566954
2022-01-06 12:00:00+00:00,71.49856390085215,173.31737746743875
2022-01-06 13:00:00+00:00,71.598468576509,187.8995934911771
2022-01-06 14:00:00+00:00,74.14451846870557,202.13047253701646
2022-01-06 15:00:00+00:00,78.87454184323158,215.503266381081
2022-01-06 16:00:00+00:00,85.31829723000281,227.82304333291617
2022-01-06 17:00:00+00:00,93.35760643288427,239.19329316287255
2022-01-06 18:00:00+00:00,102.35720074099599,249.92384863474527
2022-01-06 19:00:00+00:00,111.89215642129369,260.4698875999585
2022-01-06 20:00:00+00:00,121.72727442291155,271.4509398773101
2022-01-06 21:00:00+00:00,131.49661531404308,283.7746284980284
2022-01-06 22:00:00+00:00,140.6753312172498,298.8910905866062
2022-01-06 23:00:00+00:00,148.34317644712357,319.01256692988864
2022-01-07 00:00:00+00:00,152.91298490001236,333.9107837360761
2022-01-07 01:00:00+00:00,152.71148449653717,16.35630725754233
2022-01-07 02:00:00+00:00,147.82799056392676,42.74372273134648
2022-01-07 03:00:00+00:00,139.99105151929254,62.383248252129356
2022-01-07 04:00:00+00:00,130.7355790117737,77.20947909744376
2022-01-07 05:00:00+00:00,120.93901757064457,89.38267652521975
2022-01-07 06:00:00+00:00,111.10690216139875,100.29918599357376
2022-01-07 07:00:00+00:00,101.59860810650962,110.8370766066215
2022-01-07 08:00:00+00:00,92.60865665907941,121.6008614934669
2022-01-07 09:00:00+00:00,84.70842425222072,133.03617695867058
2022-01-07 10:00:00+00:00,78.3536510039534,145.441758089809
2022-01-07 11:00:00+00:00,73.7616428296784,158.90316796412856
2022-01-07 12:00:00+00:00,71.3829346623902,173.20094350039955
2022-01-07 13:00:00+00:00,71.46441328259401,187.807344810374
2022-01-07 14:00:00+00:00,73.99719834339655,202.0652106159477
2022-01-07 15:00:00+00:00,78.71985828747219,215.4635708921452
2022-01-07 16:00:00+00:00,85.16604446973264,227.80485830244066
2022-01-07 17:00:00+00:00,93.18120289443426,239.19193498262354
2022-01-07 18:00:00+00:00,102.19573292066977,249.93509411281877
2022-01-07 19:00:00+00:00,111.73117892651966,260.4899910486419
2022-01-07 20:00:00+00:00,121.56639253952054,271.47566588647567
2022-01-07 21:00:00+00:00,131.33504568222142,283.7966904383426
2022-01-07 22:00:00+00:00,140.51282761940286,298.89384916959904
2022-01-07 23:00:00+00:00,148.18319052108694,318.9580764645614
2022-01-08 00:00:00+00:00,152.76932991383222,333.7452798044145
2022-01-08 01:00:00+00:00,152.60488541839584,16.090136462341608
2022-01-08 02:00:00+00:00,147.7621427833253,42.46339816108819
2022-01-08 03:00:00+00:00,139.95249809412823,62.13540519312887
2022-01-08 04:00:00+00:00,130.71050914104157,76.99531569598163
2022-01-08 05:00:00+00:00,120.91782422323386,89.19269979645169
2022-01-08 06:00:00+00:00,111.08289384919888,100.12482769847004
2022-01-08 07:00:00+00:00,101.56659003549377,110.6723178522358
2022-01-08 08:00:00+00:00,92.56678590775488,121.44214897286822
2022-01-08 09:00:00+00:00,84.65043494838822,132.8825085064792
2022-01-08 10:00:00+00:00,78.27412677845045,145.29508992697814
2022-01-08 11:00:00+00:00,73.66011969900698,158.76859217889918
2022-01-08 12:00:00+00:00,71.26009015843925,173.08559454550962
2022-01-08 13:00:00+00:00,71.32359154093655,187.71758196321264
2022-01-08 14:00:00+00:00,73.84377100610449,202.00368143785946
2022-01-08 15:00:00+00:00,78.55991910085828,215.4285711218407
2022-01-08 16:00:00+00:00,85.0095725898705,227.7920550955893
2022-01-08 17:00:00+00:00,93.01208914962281,239.19646596859926
2022-01-08 18:00:00+00:00,102.03010310207466,249.9526778079058
2022-01-08 19:00:00+00:00,111.56632967993349,260.5169320876354
2022-01-08 20:00:00+00:00,121.40172536394076,271.5078699215358
2022-01-08 21:00:00+00:00,131.16951114406075,283.8270743907333
2022-01-08 22:00:00+00:00,140.34581173790093,298.90592743219423
2022-01-08 23:00:00+00:00,148.01765893268276,318.91351908788903
2022-01-09 00:00:00+00:00,152.61872398465002,339.5880526391284
2022-01-09 01:00:00+00:00,152.4903721760256,15.826837536959658
2022-01-09 02:00:00+00:00,147.68845780816415,42.18079885752789
2022-01-09 03:00:00+00:00,139.90662397809035,61.88321934545363
2022-01-09 04:00:00+00:00,130.6785373739955,76.77650933791182
2022-01-09 05:00:00+00:00,120.88994412191636,88.99836119410489
2022-01-09 06:00:00+00:00,111.05224195834418,99.9465442945967
2022-01-09 07:00:00+00:00,101.52784613131418,110.50412552577251
2022-01-09 08:00:00+00:00,92.5188922474165,121.2805625435066
2022-01-09 09:00:00+00:00,84.58577994125156,132.72665268091484
2022-01-09 10:00:00+00:00,78.1870305016003,145.14712084541068
2022-01-09 11:00:00+00:00,73.55084061479543,158.6338492436224
2022-01-09 12:00:00+00:00,71.12964322068564,172.9714217090246
2022-01-09 13:00:00+00:00,71.17551668610335,187.63039132029365
2022-01-09 14:00:00+00:00,73.68339406490198,201.9459632811235
2022-01-09 15:00:00+00:00,78.39289327662712,215.39833259395493
2022-01-09 16:00:00+00:00,84.84275901825282,227.7846830986603
2022-01-09 17:00:00+00:00,92.83522673417295,239.20691814115096
2022-01-09 18:00:00+00:00,101.86041900523047,249.97661444706813
2022-01-09 19:00:00+00:00,111.39771537262635,260.5507082910505
2022-01-09 20:00:00+00:00,121.2333775094397,271.54753182489117
2022-01-09 21:00:00+00:00,131.00011470501875,283.8657417247029
2022-01-09 22:00:00+00:00,140.1743876804242,298.9272739615502
2022-01-09 23:00:00+00:00,147.8466906629459,318.8788748263384
2022-01-10 00:00:00+00:00,152.46127054968827,339.43925415708907
2022-01-10 01:00:00+00:00,152.3680013167539,15.566793637333193
2022-01-10 02:00:00+00:00,147.60693186261446,41.89632212511626
2022-01-10 03:00:00+00:00,139.85339469098656,61.62698878515534
2022-01-10 04:00:00+00:00,130.63962236536292,76.55327936718952
2022-01-10 05:00:00+00:00,120.85534007715997,88.79983272114667
2022-01-10 06:00:00+00:00,111.01491846876498,99.76447953708595
2022-01-10 07:00:00+00:00,101.48236021528056,110.332625516362
2022-01-10 08:00:00+00:00,92.45018000229449,121.1162157502858
2022-01-10 09:00:00+00:00,84.50950908617591,132.5687135673528
2022-01-10 10:00:00+00:00,78.09071180908282,144.99794718557933
2022-01-10 11:00:00+00:00,73.43278060647698,158.49902934454656
2022-01-10 12:00:00+00:00,70.99060375082686,172.85851045690214
2022-01-10 13:00:00+00:00,71.01914273015434,187.5458532988015
2022-01-10 14:00:00+00:00,73.5152069675377,201.89212821610232
2022-01-10 15:00:00+00:00,78.21857716577713,215.37291433783898
2022-01-10 16:00:00+00:00,84.66871938185149,227.78278488791773
2022-01-10 17:00:00+00:00,92.6532719978728,239.22331637063655
2022-01-10 18:00:00+00:00,101.68678678407322,250.00691118595893
2022-01-10 19:00:00+00:00,111.22544040641918,260.59130903040875
2022-01-10 20:00:00+00:00,121.06145074834845,271.59462216877745
2022-01-10 21:00:00+00:00,130.8269562338194,283.9126426037088
2022-01-10 22:00:00+00:00,139.99865660837588,298.95782242575973
2022-01-10 23:00:00+00:00,147.67039306792594,318.8541017023115
2022-01-11 00:00:00+00:00,152.29707507295944,339.29900589361836
2022-01-11 01:00:00+00:00,152.23783624234503,15.310363646386797
2022-01-11 02:00:00+00:00,147.5175697975811,41.61035703547678
2022-01-11 03:00:00+00:00,139.79278395952267,61.36701059409937
2022-01-11 04:00:00+00:00,130.59373040892717,76.32584539472306
2022-01-11 05:00:00+00:00,120.81398217911692,88.59728627262741
2022-01-11 06:00:00+00:00,110.97090239060513,99.57877634909927
2022-01-11 07:00:00+00:00,101.43012289359027,110.15794207901523
2022-01-11 08:00:00+00:00,92.3839832192457,120.94921967083437
2022-01-11 09:00:00+00:00,84.42490309075505,132.40879194627928
2022-01-11 10:00:00+00:00,77.98683842006236,144.84766120582262
2022-01-11 11:00:00+00:00,73.3075747111494,158.36421797214513
2022-01-11 12:00:00+00:00,70.844913464155,172.7469411796041
2022-01-11 13:00:00+00:00,70.85673363962373,187.4640430342872
2022-01-11 14:00:00+00:00,73.34170943579191,201.84224284640152
2022-01-11 15:00:00+00:00,78.03982220419041,215.3523696681805
2022-01-11 16:00:00+00:00,84.49143404753339,227.78639703554765
2022-01-11 17:00:00+00:00,92.45759988846524,239.24567921502947
2022-01-11 18:00:00+00:00,101.50931102697655,250.0435684987305
2022-01-11 19:00:00+00:00,111.04960694385113,260.6387164520116
2022-01-11 20:00:00+00:00,120.8860440886576,271.64910337934265
2022-01-11 21:00:00+00:00,130.65013253087625,283.96771735752276
2022-01-11 22:00:00+00:00,139.81871673246096,298.9974933642106
2022-01-11 23:00:00+00:00,147.48887166970948,318.8391380865576
2022-01-12 00:00:00+00:00,152.126244465994,345.16740122085105
2022-01-12 01:00:00+00:00,152.0999464028697,15.057882648762966
2022-01-12 02:00:00+00:00,147.42038434789373,41.32328392687712
2022-01-12 03:00:00+00:00,139.72477302520898,61.10358045331788
2022-01-12 04:00:00+00:00,130.54083474177258,76.09442707227281
2022-01-12 05:00:00+00:00,120.76584708519762,88.39089352996373
2022-01-12 06:00:00+00:00,110.92017903826734,99.38957680877887
2022-01-12 07:00:00+00:00,101.3711308268952,109.98019790971271
2022-01-12 08:00:00+00:00,92.30277669411863,120.77968308569515
2022-01-12 09:00:00+00:00,84.33641261669823,132.2469855704035
2022-01-12 10:00:00+00:00,77.87704864998076,144.69635147714828
2022-01-12 11:00:00+00:00,73.17583197003385,158.22949643624108
2022-01-12 12:00:00+00:00,70.6924369919226,172.63678981439747
2022-01-12 13:00:00+00:00,70.68766245364716,187.38503107932928
2022-01-12 14:00:00+00:00,73.16204389730946,201.79636904565803
2022-01-12 15:00:00+00:00,77.85565979052261,215.3367469318496
2022-01-12 16:00:00+00:00,84.31034751777896,227.79555085859502
2022-01-12 17:00:00+00:00,92.27005424622394,239.27401968084826
2022-01-12 18:00:00+00:00,101.32809488864332,250.08658097293056
2022-01-12 19:00:00+00:00,110.87031508449955,260.69290634180345
2022-01-12 20:00:00+00:00,120.70725397460707,271.71093072828415
2022-01-12 21:00:00+00:00,130.4697375234759,284.0308976990618
2022-01-12 22:00:00+00:00,139.63466344584043,299.0461958004847
2022-01-12 23:00:00+00:00,147.3022301063534,318.83390488620824
2022-01-13 00:00:00+00:00,151.94888668591435,345.0445075531279
2022-01-13 01:00:00+00:00,151.95440664951644,14.809662589652252
2022-01-13 02:00:00+00:00,147.31539552094893,41.03547408556325
2022-01-13 03:00:00+00:00,139.64935007227385,60.83699237930737
2022-01-13 04:00:00+00:00,130.48091496455135,75.85924398724231
2022-01-13 05:00:00+00:00,120.71091742380143,88.18082595882298
2022-01-13 06:00:00+00:00,110.86273942360994,99.19702222383573
2022-01-13 07:00:00+00:00,101.3053861234637,109.7995142924514
2022-01-13 08:00:00+00:00,92.2273830043029,120.60771270347027
2022-01-13 09:00:00+00:00,84.24278275579796,132.08338947703805
2022-01-13 10:00:00+00:00,77.76097468152203,144.54410329003684
2022-01-13 11:00:00+00:00,73.0375407180445,158.0949423663065
2022-01-13 12:00:00+00:00,70.53352361514413,172.5281284248123
2022-01-13 13:00:00+00:00,70.5125948179032,187.30888403409836
2022-01-13 14:00:00+00:00,72.97706817864442,201.75456460565601
2022-01-13 15:00:00+00:00,77.66707225676788,215.326090152078
2022-01-13 16:00:00+00:00,84.12550952365922,227.81027305649775
2022-01-13 17:00:00+00:00,92.07908155443734,239.30834586622504
2022-01-13 18:00:00+00:00,101.143240245075,250.13593798051753
2022-01-13 19:00:00+00:00,110.68766305374814,260.75384885679256
2022-01-13 20:00:00+00:00,120.52517449339419,271.78005317587014
2022-01-13 21:00:00+00:00,130.28586246647535,284.10210776771544
2022-01-13 22:00:00+00:00,139.44658947139573,299.10382864366164
2022-01-13 23:00:00+00:00,147.11057011923452,318.83830748516715
2022-01-14 00:00:00+00:00,151.76511040481853,344.9303683623348
2022-01-14 01:00:00+00:00,151.80129667346137,20.565992872916734
2022-01-14 02:00:00+00:00,147.20263007638465,40.74728937128182
2022-01-14 03:00:00+00:00,139.5665097555171,60.567538395791324
2022-01-14 04:00:00+00:00,130.41395656722514,75.62051549805862
2022-01-14 05:00:00+00:00,120.64918130524926,87.96725474955791
2022-01-14 06:00:00+00:00,110.79857975517945,99.00125314518179
2022-01-14 07:00:00+00:00,101.23289583464205,109.61601117693428
2022-01-14 08:00:00+00:00,92.1345910851375,120.43341330414111
2022-01-14 09:00:00+00:00,84.14231458669575,131.91809620298875
2022-01-14 10:00:00+00:00,77.63783678812261,144.39099894621629
2022-01-14 11:00:00+00:00,72.89216263058844,157.96063008054318
2022-01-14 12:00:00+00:00,70.3677140374221,172.42102563794091
2022-01-14 13:00:00+00:00,70.33104219617185,187.23566503092533
2022-01-14 14:00:00+00:00,72.78624630513396,201.71688374313536
2022-01-14 15:00:00+00:00,77.47345600215678,215.32043954042783
2022-01-14 16:00:00+00:00,83.93695676471734,227.8305862267117
2022-01-14 17:00:00+00:00,91.87544409097157,239.34866149056086
2022-01-14 18:00:00+00:00,100.95484773720554,250.19162423952793
2022-01-14 19:00:00+00:00,110.50174727225273,260.82150914526943
2022-01-14 20:00:00+00:00,120.33989745856724,271.85641409182205
2022-01-14 21:00:00+00:00,130.09859602036803,284.1812650241238
2022-01-14 22:00:00+00:00,139.2545848956667,299.1702818892575
2022-01-14 23:00:00+00:00,146.91399145323757,318.8522374060789
2022-01-15 00:00:00+00:00,151.57502463895298,344.82500488797143
2022-01-15 01:00:00+00:00,151.64070044793687,20.32714071508714
2022-01-15 02:00:00+00:00,147.08212104400235,40.4590815998264
2022-01-15 03:00:00+00:00,139.47625279599464,60.295507976673164
2022-01-15 04:00:00+00:00,130.3399505392772,75.37846037078286
2022-01-15 05:00:00+00:00,120.58063192347718,87.75035058008221
2022-01-15 06:00:00+00:00,110.72770102737188,98.80240921300962
2022-01-15 07:00:00+00:00,101.1536715337592,109.42980708984649
2022-01-15 08:00:00+00:00,92.03604495458943,120.25688771094153
2022-01-15 09:00:00+00:00,84.03600884925227,131.75119581824572
2022-01-15 10:00:00+00:00,77.50829062405525,144.23711785833942
2022-01-15 11:00:00+00:00,72.74016827700243,157.82663075484646
2022-01-15 12:00:00+00:00,70.19540160937615,172.31554688121864
2022-01-15 13:00:00+00:00,70.14333204611778,187.16543402831678
2022-01-15 14:00:00+00:00,72.58980610061525,201.68337743333072
2022-01-15 15:00:00+00:00,77.27483925150737,215.3198318559692
2022-01-15 16:00:00+00:00,83.74392580743488,227.85650924639495
2022-01-15 17:00:00+00:00,91.67928185674492,239.3949663043047
2022-01-15 18:00:00+00:00,100.7630166517167,250.2536202635548
2022-01-15 19:00:00+00:00,110.31266225868973,260.89584785424296
2022-01-15 20:00:00+00:00,120.15151232629607,271.93995185133303
2022-01-15 21:00:00+00:00,129.90802416710852,284.2682809908796
2022-01-15 22:00:00+00:00,139.05873705438327,299.2454376081591
2022-01-15 23:00:00+00:00,146.7125916401586,318.8755736701971
2022-01-16 00:00:00+00:00,151.37873831643623,344.72841750016386
2022-01-16 01:00:00+00:00,151.47270566348092,20.093351211819368
2022-01-16 02:00:00+00:00,146.95390727840544,40.17119165270163
2022-01-16 03:00:00+00:00,139.37858564823287,60.02118723968991
2022-01-16 04:00:00+00:00,130.2588930713431,75.13329620367075
2022-01-16 05:00:00+00:00,120.50526725728766,87.5302831937263
2022-01-16 06:00:00+00:00,110.65010870970306,98.60062883218077
2022-01-16 07:00:00+00:00,101.06772898968151,109.24101888019226
2022-01-16 08:00:00+00:00,91.94181938466507,120.07823659311022
2022-01-16 09:00:00+00:00,83.92232129229255,131.5827757829185
2022-01-16 10:00:00+00:00,77.37114999600092,144.0825364627731
2022-01-16 11:00:00+00:00,72.58053858858916,157.69301239677523
2022-01-16 12:00:00+00:00,70.01548336949813,172.21175442258092
2022-01-16 13:00:00+00:00,69.9482983906574,187.09824791553035
2022-01-16 14:00:00+00:00,72.38639354112136,201.6540935686228
2022-01-16 15:00:00+00:00,77.06943276027468,215.32430060747163
2022-01-16 16:00:00+00:00,83.54308772447362,227.8880575131931
2022-01-16 17:00:00+00:00,91.4659397040477,239.44725636962772
2022-01-16 18:00:00+00:00,100.5678446742332,250.32190268741158
2022-01-16 19:00:00+00:00,110.12050040273269,260.97682151061497
2022-01-16 20:00:00+00:00,119.96010598384426,272.03060029204875
2022-01-16 21:00:00+00:00,129.71423000543163,284.36306182597826
2022-01-16 22:00:00+00:00,138.85913031356526,299.3291707163581
2022-01-16 23:00:00+00:00,146.50646571047545,318.9081838660792
2022-01-17 00:00:00+00:00,151.17635982550942,344.6405867594665
2022-01-17 01:00:00+00:00,151.29740318864296,25.864847196485652
2022-01-17 02:00:00+00:00,146.8180330695054,39.88394840739618
2022-01-17 03:00:00+00:00,139.27352024872815,59.74485797447893
2022-01-17 04:00:00+00:00,130.17078535315332,74.88523871233325
2022-01-17 05:00:00+00:00,120.42308987432679,87.30722085730788
2022-01-17 06:00:00+00:00,110.5658125394811,98.39604873811506
2022-01-17 07:00:00+00:00,100.97508794055327,109.0497613575844
2022-01-17 08:00:00+00:00,91.83047754263,119.89755815860501
2022-01-17 09:00:00+00:00,83.80187574693518,131.41292068621618
2022-01-17 10:00:00+00:00,77.22722125337965,143.92732800406708
2022-01-17 11:00:00+00:00,72.41421095620346,157.55983968124136
2022-01-17 12:00:00+00:00,69.82919297454691,172.10970726656217
2022-01-17 13:00:00+00:00,69.74746221761933,187.03416047404565
2022-01-17 14:00:00+00:00,72.17813362012011,201.62907698131576
2022-01-17 15:00:00+00:00,76.86057172157786,215.33387612956338
2022-01-17 16:00:00+00:00,83.34067009890359,227.92524307019943
2022-01-17 17:00:00+00:00,91.26249110588942,239.50552423245017
2022-01-17 18:00:00+00:00,100.3694275790636,250.3964444871598
2022-01-17 19:00:00+00:00,109.92535167347168,261.06438279407797
2022-01-17 20:00:00+00:00,119.76576247586895,272.1282890528604
2022-01-17 21:00:00+00:00,129.5172934904879,284.4655087575234
2022-01-17 22:00:00+00:00,138.65584580881446,299.421349572216
2022-01-17 23:00:00+00:00,146.29570588856365,318.94992500677887
2022-01-18 00:00:00+00:00,150.96799658201647,344.56147429412016
2022-01-18 01:00:00+00:00,151.11488657096052,25.64182903592107
2022-01-18 02:00:00+00:00,146.67454780078168,39.59766762464701
2022-01-18 03:00:00+00:00,139.16107382298415,59.46679661486862
2022-01-18 04:00:00+00:00,130.07563343746054,74.63450096502189
2022-01-18 05:00:00+00:00,120.3341068041781,87.08132977706988
2022-01-18 06:00:00+00:00,110.47482638390807,98.18880352482037
2022-01-18 07:00:00+00:00,100.875771935369,108.8561468934142
2022-01-18 08:00:00+00:00,91.7121366744009,119.71494780736192
2022-01-18 09:00:00+00:00,83.67437932938789,131.24171194120817
2022-01-18 10:00:00+00:00,77.07662966251493,143.77156226920928
2022-01-18 11:00:00+00:00,72.24144673017508,157.42717372952424
2022-01-18 12:00:00+00:00,69.63678977706985,172.00946098927432
2022-01-18 13:00:00+00:00,69.5409529883444,186.97322227682488
