,ghi,dhi,dni
2022-01-01 00:00:00+00:00,0.0,0.0,0.0
2022-01-01 01:00:00+00:00,0.0,0.0,0.0
2022-01-01 02:00:00+00:00,0.0,0.0,0.0
2022-01-01 03:00:00+00:00,0.0,0.0,0.0
2022-01-01 04:00:00+00:00,0.0,0.0,0.0
2022-01-01 05:00:00+00:00,0.0,0.0,0.0
2022-01-01 06:00:00+00:00,0.0,0.0,0.0
2022-01-01 07:00:00+00:00,0.6882,0.6074,1.1661
2022-01-01 08:00:00+00:00,59.1956,25.4935,337.403
2022-01-01 09:00:00+00:00,150.5869,61.0075,471.0327
2022-01-01 10:00:00+00:00,248.1986,63.4317,677.5654
2022-01-01 11:00:00+00:00,281.0088,84.9074,633.1003
2022-01-01 12:00:00+00:00,288.865,67.8544,723.7922
2022-01-01 13:00:00+00:00,225.3259,70.7458,596.6607
2022-01-01 14:00:00+00:00,147.1628,48.1738,544.8499
2022-01-01 15:00:00+00:00,39.9784,20.9257,214.4652
2022-01-01 16:00:00+00:00,0.0,0.0,0.0
2022-01-01 17:00:00+00:00,0.0,0.0,0.0
2022-01-01 18:00:00+00:00,0.0,0.0,0.0
2022-01-01 19:00:00+00:00,0.0,0.0,0.0
2022-01-01 20:00:00+00:00,0.0,0.0,0.0
2022-01-01 21:00:00+00:00,0.0,0.0,0.0
2022-01-01 22:00:00+00:00,0.0,0.0,0.0
2022-01-01 23:00:00+00:00,0.0,0.0,0.0
2022-01-02 00:00:00+00:00,0.0,0.0,0.0
2022-01-02 01:00:00+00:00,0.0,0.0,0.0
2022-01-02 02:00:00+00:00,0.0,0.0,0.0
2022-01-02 03:00:00+00:00,0.0,0.0,0.0
2022-01-02 04:00:00+00:00,0.0,0.0,0.0
2022-01-02 05:00:00+00:00,0.0,0.0,0.0
2022-01-02 06:00:00+00:00,0.0,0.0,0.0
2022-01-02 07:00:00+00:00,0.6688,0.624,0.6575
2022-01-02 08:00:00+00:00,57.7101,27.9137,290.5735
2022-01-02 09:00:00+00:00,162.0216,52.6056,548.933
2022-01-02 10:00:00+00:00,144.7979,89.2634,218.978
2022-01-02 11:00:00+00:00,103.3001,102.8727,1.3593
2022-01-02 12:00:00+00:00,172.7312,157.3596,50.226
2022-01-02 13:00:00+00:00,156.3832,103.9431,190.7617
2022-01-02 14:00:00+00:00,101.1084,85.2124,101.5838
2022-01-02 15:00:00+00:00,34.1859,30.6605,31.4576
2022-01-02 16:00:00+00:00,0.0,0.0,0.0
2022-01-02 17:00:00+00:00,0.0,0.0,0.0
2022-01-02 18:00:00+00:00,0.0,0.0,0.0
2022-01-02 19:00:00+00:00,0.0,0.0,0.0
2022-01-02 20:00:00+00:00,0.0,0.0,0.0
2022-01-02 21:00:00+00:00,0.0,0.0,0.0
2022-01-02 22:00:00+00:00,0.0,0.0,0.0
2022-01-02 23:00:00+00:00,0.0,0.0,0.0
2022-01-03 00:00:00+00:00,0.0,0.0,0.0
2022-01-03 01:00:00+00:00,0.0,0.0,0.0
2022-01-03 02:00:00+00:00,0.0,0.0,0.0
2022-01-03 03:00:00+00:00,0.0,0.0,0.0
2022-01-03 04:00:00+00:00,0.0,0.0,0.0
2022-01-03 05:00:00+00:00,0.0,0.0,0.0
2022-01-03 06:00:00+00:00,0.0,0.0,0.0
2022-01-03 07:00:00+00:00,0.5103,0.5101,0.0035
2022-01-03 08:00:00+00:00,42.2864,41.8137,4.0343
2022-01-03 09:00:00+00:00,112.7915,105.8724,36.847
2022-01-03 10:00:00+00:00,65.8393,65.5209,1.2948
2022-01-03 11:00:00+00:00,117.2767,112.405,15.4312
2022-01-03 12:00:00+00:00,133.2279,126.7045,20.8304
2022-01-03 13:00:00+00:00,103.6667,63.4886,158.3486
2022-01-03 14:00:00+00:00,90.5857,89.5732,5.1664
2022-01-03 15:00:00+00:00,25.5026,25.4918,0.0872
2022-01-03 16:00:00+00:00,0.0075,0.0075,0.0
2022-01-03 17:00:00+00:00,0.0,0.0,0.0
2022-01-03 18:00:00+00:00,0.0,0.0,0.0
2022-01-03 19:00:00+00:00,0.0,0.0,0.0
2022-01-03 20:00:00+00:00,0.0,0.0,0.0
2022-01-03 21:00:00+00:00,0.0,0.0,0.0
2022-01-03 22:00:00+00:00,0.0,0.0,0.0
2022-01-03 23:00:00+00:00,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,0.0,0.0,0.0
2022-01-04 01:00:00+00:00,0.0,0.0,0.0
2022-01-04 02:00:00+00:00,0.0,0.0,0.0
2022-01-04 03:00:00+00:00,0.0,0.0,0.0
2022-01-04 04:00:00+00:00,0.0,0.0,0.0
2022-01-04 05:00:00+00:00,0.0,0.0,0.0
2022-01-04 06:00:00+00:00,0.0,0.0,0.0
2022-01-04 07:00:00+00:00,0.5049,0.5047,0.0026
2022-01-04 08:00:00+00:00,30.0426,30.0082,0.3973
2022-01-04 09:00:00+00:00,16.4806,16.4806,0.0
2022-01-04 10:00:00+00:00,72.8217,71.4498,4.6356
2022-01-04 11:00:00+00:00,136.7715,131.8314,15.621
2022-01-04 12:00:00+00:00,140.3723,135.0126,16.9418
2022-01-04 13:00:00+00:00,138.4198,134.4974,15.2799
2022-01-04 14:00:00+00:00,85.8938,81.5965,20.0674
2022-01-04 15:00:00+00:00,30.4127,22.9825,106.0587
2022-01-04 16:00:00+00:00,0.0374,0.0338,0.0
2022-01-04 17:00:00+00:00,0.0,0.0,0.0
2022-01-04 18:00:00+00:00,0.0,0.0,0.0
2022-01-04 19:00:00+00:00,0.0,0.0,0.0
2022-01-04 20:00:00+00:00,0.0,0.0,0.0
2022-01-04 21:00:00+00:00,0.0,0.0,0.0
2022-01-04 22:00:00+00:00,0.0,0.0,0.0
2022-01-04 23:00:00+00:00,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,0.0,0.0,0.0
2022-01-05 01:00:00+00:00,0.0,0.0,0.0
2022-01-05 02:00:00+00:00,0.0,0.0,0.0
2022-01-05 03:00:00+00:00,0.0,0.0,0.0
2022-01-05 04:00:00+00:00,0.0,0.0,0.0
2022-01-05 05:00:00+00:00,0.0,0.0,0.0
2022-01-05 06:00:00+00:00,0.0,0.0,0.0
2022-01-05 07:00:00+00:00,0.7818,0.7124,1.488
2022-01-05 08:00:00+00:00,61.017,29.5157,305.94
2022-01-05 09:00:00+00:00,174.2523,55.8794,588.5313
2022-01-05 10:00:00+00:00,257.3817,68.2648,684.3487
2022-01-05 11:00:00+00:00,308.6767,72.2173,750.9645
2022-01-05 12:00:00+00:00,292.1108,81.6083,670.6965
2022-01-05 13:00:00+00:00,235.742,77.6662,594.3638
2022-01-05 14:00:00+00:00,162.6571,50.3938,589.1911
2022-01-05 15:00:00+00:00,49.661,23.7539,276.087
2022-01-05 16:00:00+00:00,0.0843,0.0789,0.0
2022-01-05 17:00:00+00:00,0.0,0.0,0.0
2022-01-05 18:00:00+00:00,0.0,0.0,0.0
2022-01-05 19:00:00+00:00,0.0,0.0,0.0
2022-01-05 20:00:00+00:00,0.0,0.0,0.0
2022-01-05 21:00:00+00:00,0.0,0.0,0.0
2022-01-05 22:00:00+00:00,0.0,0.0,0.0
2022-01-05 23:00:00+00:00,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,0.0,0.0,0.0
2022-01-06 01:00:00+00:00,0.0,0.0,0.0
2022-01-06 02:00:00+00:00,0.0,0.0,0.0
2022-01-06 03:00:00+00:00,0.0,0.0,0.0
2022-01-06 04:00:00+00:00,0.0,0.0,0.0
2022-01-06 05:00:00+00:00,0.0,0.0,0.0
2022-01-06 06:00:00+00:00,0.0,0.0,0.0
2022-01-06 07:00:00+00:00,0.4376,0.4376,0.0
2022-01-06 08:00:00+00:00,30.6546,30.6541,0.0045
2022-01-06 09:00:00+00:00,60.0664,59.6828,1.593
2022-01-06 10:00:00+00:00,191.8104,122.0142,250.5673
2022-01-06 11:00:00+00:00,198.5165,158.8836,126.6435
2022-01-06 12:00:00+00:00,233.4112,124.542,350.5283
2022-01-06 13:00:00+00:00,256.6793,63.683,708.8247
2022-01-06 14:00:00+00:00,155.5757,57.1642,498.4646
2022-01-06 15:00:00+00:00,39.2422,34.7616,39.6712
2022-01-06 16:00:00+00:00,0.1225,0.1217,0.0
2022-01-06 17:00:00+00:00,0.0,0.0,0.0
2022-01-06 18:00:00+00:00,0.0,0.0,0.0
2022-01-06 19:00:00+00:00,0.0,0.0,0.0
2022-01-06 20:00:00+00:00,0.0,0.0,0.0
2022-01-06 21:00:00+00:00,0.0,0.0,0.0
2022-01-06 22:00:00+00:00,0.0,0.0,0.0
2022-01-06 23:00:00+00:00,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,0.0,0.0,0.0
2022-01-07 01:00:00+00:00,0.0,0.0,0.0
2022-01-07 02:00:00+00:00,0.0,0.0,0.0
2022-01-07 03:00:00+00:00,0.0,0.0,0.0
2022-01-07 04:00:00+00:00,0.0,0.0,0.0
2022-01-07 05:00:00+00:00,0.0,0.0,0.0
2022-01-07 06:00:00+00:00,0.0,0.0,0.0
2022-01-07 07:00:00+00:00,0.8057,0.7866,0.4118
2022-01-07 08:00:00+00:00,40.2693,29.2576,113.5347
2022-01-07 09:00:00+00:00,132.985,78.8734,257.5181
2022-01-07 10:00:00+00:00,235.8274,106.731,455.1642
2022-01-07 11:00:00+00:00,227.5555,158.1187,218.374
2022-01-07 12:00:00+00:00,263.0492,117.318,459.4084
2022-01-07 13:00:00+00:00,229.4294,97.037,478.7961
2022-01-07 14:00:00+00:00,146.4943,75.4796,337.4813
2022-01-07 15:00:00+00:00,28.904,28.6941,1.7187
2022-01-07 16:00:00+00:00,0.1117,0.1117,0.0
2022-01-07 17:00:00+00:00,0.0,0.0,0.0
2022-01-07 18:00:00+00:00,0.0,0.0,0.0
2022-01-07 19:00:00+00:00,0.0,0.0,0.0
2022-01-07 20:00:00+00:00,0.0,0.0,0.0
2022-01-07 21:00:00+00:00,0.0,0.0,0.0
2022-01-07 22:00:00+00:00,0.0,0.0,0.0
2022-01-07 23:00:00+00:00,0.0,0.0,0.0
2022-01-08 00:00:00+00:00,0.0,0.0,0.0
2022-01-08 01:00:00+00:00,0.0,0.0,0.0
2022-01-08 02:00:00+00:00,0.0,0.0,0.0
2022-01-08 03:00:00+00:00,0.0,0.0,0.0
2022-01-08 04:00:00+00:00,0.0,0.0,0.0
2022-01-08 05:00:00+00:00,0.0,0.0,0.0
2022-01-08 06:00:00+00:00,0.0,0.0,0.0
2022-01-08 07:00:00+00:00,0.1107,0.1107,0.0
2022-01-08 08:00:00+00:00,14.9993,14.9579,0.2815
2022-01-08 09:00:00+00:00,48.0278,46.6203,8.0453
2022-01-08 10:00:00+00:00,73.9335,72.4825,5.5321
2022-01-08 11:00:00+00:00,88.3771,85.8542,7.7241
2022-01-08 12:00:00+00:00,78.7987,77.829,2.9685
2022-01-08 13:00:00+00:00,80.9947,80.3876,2.191
2022-01-08 14:00:00+00:00,47.41,46.1587,7.9094
2022-01-08 15:00:00+00:00,41.6587,40.5408,11.1421
2022-01-08 16:00:00+00:00,0.2866,0.2856,0.0
2022-01-08 17:00:00+00:00,0.0,0.0,0.0
2022-01-08 18:00:00+00:00,0.0,0.0,0.0
2022-01-08 19:00:00+00:00,0.0,0.0,0.0
2022-01-08 20:00:00+00:00,0.0,0.0,0.0
2022-01-08 21:00:00+00:00,0.0,0.0,0.0
2022-01-08 22:00:00+00:00,0.0,0.0,0.0
2022-01-08 23:00:00+00:00,0.0,0.0,0.0
2022-01-09 00:00:00+00:00,0.0,0.0,0.0
2022-01-09 01:00:00+00:00,0.0,0.0,0.0
2022-01-09 02:00:00+00:00,0.0,0.0,0.0
2022-01-09 03:00:00+00:00,0.0,0.0,0.0
2022-01-09 04:00:00+00:00,0.0,0.0,0.0
2022-01-09 05:00:00+00:00,0.0,0.0,0.0
2022-01-09 06:00:00+00:00,0.0,0.0,0.0
2022-01-09 07:00:00+00:00,0.1538,0.1538,0.0
2022-01-09 08:00:00+00:00,25.7223,16.8684,62.6485
2022-01-09 09:00:00+00:00,117.4504,61.6339,277.852
2022-01-09 10:00:00+00:00,70.9935,57.0769,53.1828
2022-01-09 11:00:00+00:00,27.1772,27.0223,0.4706
2022-01-09 12:00:00+00:00,153.5685,97.1715,173.6425
2022-01-09 13:00:00+00:00,155.8197,122.7902,124.2344
2022-01-09 14:00:00+00:00,145.6317,92.7254,266.7245
2022-01-09 15:00:00+00:00,56.7935,30.2414,262.5243
2022-01-09 16:00:00+00:00,0.5129,0.4837,0.0
2022-01-09 17:00:00+00:00,0.0,0.0,0.0
2022-01-09 18:00:00+00:00,0.0,0.0,0.0
2022-01-09 19:00:00+00:00,0.0,0.0,0.0
2022-01-09 20:00:00+00:00,0.0,0.0,0.0
2022-01-09 21:00:00+00:00,0.0,0.0,0.0
2022-01-09 22:00:00+00:00,0.0,0.0,0.0
2022-01-09 23:00:00+00:00,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,0.0,0.0,0.0
2022-01-10 01:00:00+00:00,0.0,0.0,0.0
2022-01-10 02:00:00+00:00,0.0,0.0,0.0
2022-01-10 03:00:00+00:00,0.0,0.0,0.0
2022-01-10 04:00:00+00:00,0.0,0.0,0.0
2022-01-10 05:00:00+00:00,0.0,0.0,0.0
2022-01-10 06:00:00+00:00,0.0,0.0,0.0
2022-01-10 07:00:00+00:00,0.6761,0.6761,0.0002
2022-01-10 08:00:00+00:00,39.683,39.571,0.7919
2022-01-10 09:00:00+00:00,24.6024,24.549,0.3299
2022-01-10 10:00:00+00:00,55.7544,55.7544,0.0
2022-01-10 11:00:00+00:00,89.3179,89.1095,0.6285
2022-01-10 12:00:00+00:00,150.6664,137.324,40.9938
2022-01-10 13:00:00+00:00,75.6802,75.6786,0.006
2022-01-10 14:00:00+00:00,40.4874,40.4872,0.0011
2022-01-10 15:00:00+00:00,28.0877,28.0856,0.0263
2022-01-10 16:00:00+00:00,0.4069,0.4068,0.0001
2022-01-10 17:00:00+00:00,0.0,0.0,0.0
2022-01-10 18:00:00+00:00,0.0,0.0,0.0
2022-01-10 19:00:00+00:00,0.0,0.0,0.0
2022-01-10 20:00:00+00:00,0.0,0.0,0.0
2022-01-10 21:00:00+00:00,0.0,0.0,0.0
2022-01-10 22:00:00+00:00,0.0,0.0,0.0
2022-01-10 23:00:00+00:00,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,0.0,0.0,0.0
2022-01-11 01:00:00+00:00,0.0,0.0,0.0
2022-01-11 02:00:00+00:00,0.0,0.0,0.0
2022-01-11 03:00:00+00:00,0.0,0.0,0.0
2022-01-11 04:00:00+00:00,0.0,0.0,0.0
2022-01-11 05:00:00+00:00,0.0,0.0,0.0
2022-01-11 06:00:00+00:00,0.0,0.0,0.0
2022-01-11 07:00:00+00:00,1.3744,1.0019,10.0231
2022-01-11 08:00:00+00:00,70.8719,25.4144,432.0214
2022-01-11 09:00:00+00:00,86.7011,50.6087,204.0883
2022-01-11 10:00:00+00:00,189.1358,114.8527,270.8867
2022-01-11 11:00:00+00:00,164.8681,149.6461,47.249
2022-01-11 12:00:00+00:00,199.5197,157.2831,130.5314
2022-01-11 13:00:00+00:00,202.7148,117.1194,297.7584
2022-01-11 14:00:00+00:00,135.3237,86.9304,243.1221
2022-01-11 15:00:00+00:00,62.4371,28.4485,331.4785
2022-01-11 16:00:00+00:00,0.953,0.8001,4.1484
2022-01-11 17:00:00+00:00,0.0,0.0,0.0
2022-01-11 18:00:00+00:00,0.0,0.0,0.0
2022-01-11 19:00:00+00:00,0.0,0.0,0.0
2022-01-11 20:00:00+00:00,0.0,0.0,0.0
2022-01-11 21:00:00+00:00,0.0,0.0,0.0
2022-01-11 22:00:00+00:00,0.0,0.0,0.0
2022-01-11 23:00:00+00:00,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,0.0,0.0,0.0
2022-01-12 01:00:00+00:00,0.0,0.0,0.0
2022-01-12 02:00:00+00:00,0.0,0.0,0.0
2022-01-12 03:00:00+00:00,0.0,0.0,0.0
2022-01-12 04:00:00+00:00,0.0,0.0,0.0
2022-01-12 05:00:00+00:00,0.0,0.0,0.0
2022-01-12 06:00:00+00:00,0.0,0.0,0.0
2022-01-12 07:00:00+00:00,0.5333,0.5333,0.0
2022-01-12 08:00:00+00:00,26.1823,26.1823,0.0002
2022-01-12 09:00:00+00:00,30.0906,30.0741,0.0654
2022-01-12 10:00:00+00:00,120.4898,117.6742,9.8783
2022-01-12 11:00:00+00:00,150.6423,144.2299,19.1923
2022-01-12 12:00:00+00:00,175.2479,157.7668,52.8751
2022-01-12 13:00:00+00:00,128.7426,124.1363,15.1901
2022-01-12 14:00:00+00:00,44.0558,43.9749,0.332
2022-01-12 15:00:00+00:00,22.5379,22.5379,0.0
2022-01-12 16:00:00+00:00,0.4587,0.4587,0.0
2022-01-12 17:00:00+00:00,0.0,0.0,0.0
2022-01-12 18:00:00+00:00,0.0,0.0,0.0
2022-01-12 19:00:00+00:00,0.0,0.0,0.0
2022-01-12 20:00:00+00:00,0.0,0.0,0.0
2022-01-12 21:00:00+00:00,0.0,0.0,0.0
2022-01-12 22:00:00+00:00,0.0,0.0,0.0
2022-01-12 23:00:00+00:00,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,0.0,0.0,0.0
2022-01-13 01:00:00+00:00,0.0,0.0,0.0
2022-01-13 02:00:00+00:00,0.0,0.0,0.0
2022-01-13 03:00:00+00:00,0.0,0.0,0.0
2022-01-13 04:00:00+00:00,0.0,0.0,0.0
2022-01-13 05:00:00+00:00,0.0,0.0,0.0
2022-01-13 06:00:00+00:00,0.0,0.0,0.0
2022-01-13 07:00:00+00:00,0.2843,0.2843,0.0
2022-01-13 08:00:00+00:00,13.5245,13.5245,0.0
2022-01-13 09:00:00+00:00,21.4631,21.4631,0.0
2022-01-13 10:00:00+00:00,73.9604,73.9536,0.0216
2022-01-13 11:00:00+00:00,145.2799,138.4173,20.2795
2022-01-13 12:00:00+00:00,234.4338,135.4074,299.5219
2022-01-13 13:00:00+00:00,247.8703,84.8617,562.5969
2022-01-13 14:00:00+00:00,166.2788,66.0329,467.487
2022-01-13 15:00:00+00:00,66.0585,32.1242,304.2945
2022-01-13 16:00:00+00:00,1.4754,1.2824,5.6025
2022-01-13 17:00:00+00:00,0.0,0.0,0.0
2022-01-13 18:00:00+00:00,0.0,0.0,0.0
2022-01-13 19:00:00+00:00,0.0,0.0,0.0
2022-01-13 20:00:00+00:00,0.0,0.0,0.0
2022-01-13 21:00:00+00:00,0.0,0.0,0.0
2022-01-13 22:00:00+00:00,0.0,0.0,0.0
2022-01-13 23:00:00+00:00,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,0.0,0.0,0.0
2022-01-14 01:00:00+00:00,0.0,0.0,0.0
2022-01-14 02:00:00+00:00,0.0,0.0,0.0
2022-01-14 03:00:00+00:00,0.0,0.0,0.0
2022-01-14 04:00:00+00:00,0.0,0.0,0.0
2022-01-14 05:00:00+00:00,0.0,0.0,0.0
2022-01-14 06:00:00+00:00,0.0,0.0,0.0
2022-01-14 07:00:00+00:00,1.6257,1.3799,7.3948
2022-01-14 08:00:00+00:00,67.5865,31.4724,320.6716
2022-01-14 09:00:00+00:00,165.2294,65.7368,472.6306
2022-01-14 10:00:00+00:00,262.8329,76.4475,630.5533
2022-01-14 11:00:00+00:00,316.9515,81.1016,703.216
2022-01-14 12:00:00+00:00,317.0327,81.6011,701.3964
2022-01-14 13:00:00+00:00,263.1963,77.2621,628.583
2022-01-14 14:00:00+00:00,180.0565,60.4265,552.066
2022-01-14 15:00:00+00:00,68.2531,32.9048,309.2004
2022-01-14 16:00:00+00:00,1.8104,1.5523,7.8861
2022-01-14 17:00:00+00:00,0.0,0.0,0.0
2022-01-14 18:00:00+00:00,0.0,0.0,0.0
2022-01-14 19:00:00+00:00,0.0,0.0,0.0
2022-01-14 20:00:00+00:00,0.0,0.0,0.0
2022-01-14 21:00:00+00:00,0.0,0.0,0.0
2022-01-14 22:00:00+00:00,0.0,0.0,0.0
2022-01-14 23:00:00+00:00,0.0,0.0,0.0
2022-01-15 00:00:00+00:00,0.0,0.0,0.0
2022-01-15 01:00:00+00:00,0.0,0.0,0.0
2022-01-15 02:00:00+00:00,0.0,0.0,0.0
2022-01-15 03:00:00+00:00,0.0,0.0,0.0
2022-01-15 04:00:00+00:00,0.0,0.0,0.0
2022-01-15 05:00:00+00:00,0.0,0.0,0.0
2022-01-15 06:00:00+00:00,0.0,0.0,0.0
2022-01-15 07:00:00+00:00,1.7889,1.5506,7.2786
2022-01-15 08:00:00+00:00,67.5034,34.0651,290.9016
2022-01-15 09:00:00+00:00,162.2165,70.9512,426.6143
2022-01-15 10:00:00+00:00,260.4846,82.1227,598.4582
2022-01-15 11:00:00+00:00,318.0001,85.9586,686.0059
2022-01-15 12:00:00+00:00,315.0403,91.5491,659.41
2022-01-15 13:00:00+00:00,252.8644,96.354,526.0353
2022-01-15 14:00:00+00:00,169.5542,78.8871,408.4452
2022-01-15 15:00:00+00:00,62.1792,40.4137,180.5963
2022-01-15 16:00:00+00:00,1.9898,1.8493,4.067
2022-01-15 17:00:00+00:00,0.0,0.0,0.0
2022-01-15 18:00:00+00:00,0.0,0.0,0.0
2022-01-15 19:00:00+00:00,0.0,0.0,0.0
2022-01-15 20:00:00+00:00,0.0,0.0,0.0
2022-01-15 21:00:00+00:00,0.0,0.0,0.0
2022-01-15 22:00:00+00:00,0.0,0.0,0.0
2022-01-15 23:00:00+00:00,0.0,0.0,0.0
2022-01-16 00:00:00+00:00,0.0,0.0,0.0
2022-01-16 01:00:00+00:00,0.0,0.0,0.0
2022-01-16 02:00:00+00:00,0.0,0.0,0.0
2022-01-16 03:00:00+00:00,0.0,0.0,0.0
2022-01-16 04:00:00+00:00,0.0,0.0,0.0
2022-01-16 05:00:00+00:00,0.0,0.0,0.0
2022-01-16 06:00:00+00:00,0.0,0.0,0.0
2022-01-16 07:00:00+00:00,0.2864,0.2864,0.0
2022-01-16 08:00:00+00:00,14.2737,14.2692,0.0273
2022-01-16 09:00:00+00:00,89.8284,86.3445,14.8594
2022-01-16 10:00:00+00:00,110.766,104.2357,21.988
2022-01-16 11:00:00+00:00,94.3261,94.3013,0.0748
2022-01-16 12:00:00+00:00,82.7906,82.7866,0.0115
2022-01-16 13:00:00+00:00,54.5087,54.5087,0.0
2022-01-16 14:00:00+00:00,32.0039,32.0038,0.0005
2022-01-16 15:00:00+00:00,18.557,18.557,0.0
2022-01-16 16:00:00+00:00,1.1804,1.1804,0.0
2022-01-16 17:00:00+00:00,0.0,0.0,0.0
2022-01-16 18:00:00+00:00,0.0,0.0,0.0
2022-01-16 19:00:00+00:00,0.0,0.0,0.0
2022-01-16 20:00:00+00:00,0.0,0.0,0.0
2022-01-16 21:00:00+00:00,0.0,0.0,0.0
2022-01-16 22:00:00+00:00,0.0,0.0,0.0
2022-01-16 23:00:00+00:00,0.0,0.0,0.0
2022-01-17 00:00:00+00:00,0.0,0.0,0.0
2022-01-17 01:00:00+00:00,0.0,0.0,0.0
2022-01-17 02:00:00+00:00,0.0,0.0,0.0
2022-01-17 03:00:00+00:00,0.0,0.0,0.0
2022-01-17 04:00:00+00:00,0.0,0.0,0.0
2022-01-17 05:00:00+00:00,0.0,0.0,0.0
2022-01-17 06:00:00+00:00,0.0,0.0,0.0
2022-01-17 07:00:00+00:00,1.4038,1.4034,0.0127
2022-01-17 08:00:00+00:00,38.9301,38.9025,0.2686
2022-01-17 09:00:00+00:00,28.2653,28.2652,0.0008
2022-01-17 10:00:00+00:00,74.131,74.1296,0.0046
2022-01-17 11:00:00+00:00,128.0839,127.0305,3.041
2022-01-17 12:00:00+00:00,91.0812,91.0361,0.1285
2022-01-17 13:00:00+00:00,48.7297,48.7297,0.0
2022-01-17 14:00:00+00:00,24.6732,24.6732,0.0
2022-01-17 15:00:00+00:00,9.4852,9.4852,0.0
2022-01-17 16:00:00+00:00,0.5571,0.5571,0.0
2022-01-17 17:00:00+00:00,0.0,0.0,0.0
2022-01-17 18:00:00+00:00,0.0,0.0,0.0
2022-01-17 19:00:00+00:00,0.0,0.0,0.0
2022-01-17 20:00:00+00:00,0.0,0.0,0.0
2022-01-17 21:00:00+00:00,0.0,0.0,0.0
2022-01-17 22:00:00+00:00,0.0,0.0,0.0
2022-01-17 23:00:00+00:00,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,0.0,0.0,0.0
2022-01-18 01:00:00+00:00,0.0,0.0,0.0
2022-01-18 02:00:00+00:00,0.0,0.0,0.0
2022-01-18 03:00:00+00:00,0.0,0.0,0.0
2022-01-18 04:00:00+00:00,0.0,0.0,0.0
2022-01-18 05:00:00+00:00,0.0,0.0,0.0
2022-01-18 06:00:00+00:00,0.0,0.0,0.0
2022-01-18 07:00:00+00:00,2.6318,2.1326,13.8518
2022-01-18 08:00:00+00:00,73.2913,37.3123,304.961
2022-01-18 09:00:00+00:00,167.3594,76.7272,413.3183
2022-01-18 10:00:00+00:00,273.8949,80.5544,631.2134
2022-01-18 11:00:00+00:00,326.4848,84.8613,694.0352
2022-01-18 12:00:00+00:00,340.9105,75.9372,759.8751
2022-01-18 13:00:00+00:00,280.2266,79.1369,655.1936
2022-01-18 14:00:00+00:00,197.7125,61.5738,584.2569
2022-01-18 15:00:00+00:00,82.3115,36.3294,369.9423
2022-01-18 16:00:00+00:00,3.997,3.0039,25.1851
2022-01-18 17:00:00+00:00,0.0,0.0,0.0
2022-01-18 18:00:00+00:00,0.0,0.0,0.0
2022-01-18 19:00:00+00:00,0.0,0.0,0.0
2022-01-18 20:00:00+00:00,0.0,0.0,0.0
2022-01-18 21:00:00+00:00,0.0,0.0,0.0
2022-01-18 22:00:00+00:00,0.0,0.0,0.0
2022-01-18 23:00:00+00:00,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,0.0,0.0,0.0
2022-01-19 01:00:00+00:00,0.0,0.0,0.0
2022-01-19 02:00:00+00:00,0.0,0.0,0.0
2022-01-19 03:00:00+00:00,0.0,0.0,0.0
2022-01-19 04:00:00+00:00,0.0,0.0,0.0
2022-01-19 05:00:00+00:00,0.0,0.0,0.0
2022-01-19 06:00:00+00:00,0.0,0.0,0.0
2022-01-19 07:00:00+00:00,0.3703,0.3703,0.0
2022-01-19 08:00:00+00:00,8.8142,8.8142,0.0
2022-01-19 09:00:00+00:00,17.1649,17.1649,0.0
2022-01-19 10:00:00+00:00,30.6934,30.6934,0.0
2022-01-19 11:00:00+00:00,62.3177,62.3151,0.0073
2022-01-19 12:00:00+00:00,72.5221,72.5204,0.0045
2022-01-19 13:00:00+00:00,44.3531,44.3117,0.1479
2022-01-19 14:00:00+00:00,97.3121,86.1539,51.4252
2022-01-19 15:00:00+00:00,63.9022,60.2399,32.4238
2022-01-19 16:00:00+00:00,3.9096,3.7199,4.4899
2022-01-19 17:00:00+00:00,0.0,0.0,0.0
2022-01-19 18:00:00+00:00,0.0,0.0,0.0
2022-01-19 19:00:00+00:00,0.0,0.0,0.0
2022-01-19 20:00:00+00:00,0.0,0.0,0.0
2022-01-19 21:00:00+00:00,0.0,0.0,0.0
2022-01-19 22:00:00+00:00,0.0,0.0,0.0
2022-01-19 23:00:00+00:00,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,0.0,0.0,0.0
2022-01-20 01:00:00+00:00,0.0,0.0,0.0
2022-01-20 02:00:00+00:00,0.0,0.0,0.0
2022-01-20 03:00:00+00:00,0.0,0.0,0.0
2022-01-20 04:00:00+00:00,0.0,0.0,0.0
2022-01-20 05:00:00+00:00,0.0,0.0,0.0
2022-01-20 06:00:00+00:00,0.0,0.0,0.0
2022-01-20 07:00:00+00:00,2.308,2.3011,0.18
2022-01-20 08:00:00+00:00,54.4983,53.4603,7.5438
