,gpoa,pdc,pac
2020-01-03 09:00:00-07:00,448.282689158121,1048.3487310205971,981.8242337845733
2020-01-03 10:00:00-07:00,704.720827229817,1564.4301241195265,1473.2302152591528
2020-01-03 11:00:00-07:00,882.175522867838,1647.8117169979255,1552.4266125409376
2020-01-03 12:00:00-07:00,977.251646931966,1642.9412185311573,1547.2639607806977
2020-01-03 13:00:00-07:00,994.063213094075,3063.90734440565,2912.070231070076
2020-01-03 14:00:00-07:00,925.194829305013,2898.90023254601,2750.518281459689
2020-01-03 15:00:00-07:00,689.66865641276,2216.3612398316204,2083.5468291901134
2020-01-03 16:00:00-07:00,530.937124125162,1658.72751476319,1569.034239889817
2020-01-03 17:00:00-07:00,181.45923192501,420.749102975674,382.1908192515516
2020-01-03 18:00:00-07:00,5.80450105667114,1.57688260629075,0.0532522693244973
2020-01-03 19:00:00-07:00,0.0,,
2020-01-03 20:00:00-07:00,0.0,,
2020-01-03 21:00:00-07:00,0.0,,
2020-01-03 22:00:00-07:00,0.0,,
2020-01-03 23:00:00-07:00,0.0,,
2020-01-04 00:00:00-07:00,0.0,,
2020-01-04 01:00:00-07:00,0.0,,
2020-01-04 02:00:00-07:00,0.0,,
2020-01-04 03:00:00-07:00,0.0,,
2020-01-04 04:00:00-07:00,0.0,,
2020-01-04 05:00:00-07:00,0.0,,
2020-01-04 06:00:00-07:00,0.0,,
2020-01-04 07:00:00-07:00,0.0,,
2020-01-04 08:00:00-07:00,34.5630781650543,150.8255127686498,122.62543518174023
2020-01-04 09:00:00-07:00,452.39006576538,1032.5161947975998,966.8157312629503
2020-01-04 10:00:00-07:00,694.751817830403,1489.8926928783067,1402.8033438615137
2020-01-04 11:00:00-07:00,862.63311360677,1545.9726633711964,1456.032639985037
2020-01-04 12:00:00-07:00,925.086426798502,1446.8222496654457,1362.5101167874316
2020-01-04 13:00:00-07:00,880.67725423177,2696.33650651143,2540.6136620971047
2020-01-04 14:00:00-07:00,912.533027140299,2772.44215426497,2620.437314941587
2020-01-04 15:00:00-07:00,738.31502380371,2294.3231398721205,2172.734350210937
2020-01-04 16:00:00-07:00,396.706314849853,1217.001702501,1146.3562474279038
2020-01-04 17:00:00-07:00,258.562882179909,589.5096023028449,543.2601768416616
2020-01-04 18:00:00-07:00,0.0,,
2020-01-04 19:00:00-07:00,0.0,,
2020-01-04 20:00:00-07:00,0.0,,
2020-01-04 21:00:00-07:00,0.0,,
2020-01-04 22:00:00-07:00,0.0,,
2020-01-04 23:00:00-07:00,0.0,,
2020-01-05 00:00:00-07:00,0.0,,
2020-01-05 01:00:00-07:00,0.0,,
2020-01-05 02:00:00-07:00,0.0,,
2020-01-05 03:00:00-07:00,0.0,,
2020-01-05 04:00:00-07:00,0.0,,
2020-01-05 05:00:00-07:00,0.0,,
2020-01-05 06:00:00-07:00,0.0,,
2020-01-05 07:00:00-07:00,0.0,,
2020-01-05 08:00:00-07:00,50.0721321717286,199.19235249275218,168.7909614171771
2020-01-05 09:00:00-07:00,445.680730438232,1006.7996057236624,942.3392497287097
2020-01-05 10:00:00-07:00,654.710301717122,1381.0402703464858,1299.4906901316738
2020-01-05 11:00:00-07:00,837.347292073567,1484.881280280717,1398.085586823176
2020-01-05 12:00:00-07:00,979.222226969401,1526.6217811162837,1436.7185305151431
2020-01-05 13:00:00-07:00,1006.70995890299,2963.29249944657,2761.1852011162105
2020-01-05 14:00:00-07:00,937.428249104817,2817.17782790694,2660.9288161536706
2020-01-05 15:00:00-07:00,785.013112386067,2419.035776595,2294.097462690702
2020-01-05 16:00:00-07:00,553.337397766113,1691.82280883898,1620.326141044853
2020-01-05 17:00:00-07:00,218.558877351149,505.30655158082294,466.2859974932977
2020-01-05 18:00:00-07:00,0.0,,
2020-01-05 19:00:00-07:00,0.0,,
2020-01-05 20:00:00-07:00,0.0,,
2020-01-05 21:00:00-07:00,0.0,,
2020-01-05 22:00:00-07:00,0.0,,
2020-01-05 23:00:00-07:00,0.0,,
2020-01-06 00:00:00-07:00,0.0,,
2020-01-06 01:00:00-07:00,0.0,,
2020-01-06 02:00:00-07:00,0.0,,
2020-01-06 03:00:00-07:00,0.0,,
2020-01-06 04:00:00-07:00,0.0,,
2020-01-06 05:00:00-07:00,0.0,,
2020-01-06 06:00:00-07:00,0.0,,
2020-01-06 07:00:00-07:00,0.0,,
2020-01-06 08:00:00-07:00,43.9884145471784,170.87839248360052,141.53530893163946
2020-01-06 09:00:00-07:00,458.967272694905,1064.673528918918,997.812310744955
2020-01-06 10:00:00-07:00,719.363322957356,1577.7092530195132,1485.480152220856
2020-01-06 11:00:00-07:00,901.423520914713,1674.8279979819602,1578.9279799828882
2020-01-06 12:00:00-07:00,1012.37971801757,1701.4970091770213,1604.999115423858
2020-01-06 13:00:00-07:00,1027.03470052083,3190.7097352844394,2982.750211595337
2020-01-06 14:00:00-07:00,958.269918823242,2998.21742618404,2837.3630515649425
2020-01-06 15:00:00-07:00,804.089654541015,2572.04578389382,2418.049496643402
2020-01-06 16:00:00-07:00,573.79172668457,1802.23561484465,1693.7477409154203
2020-01-06 17:00:00-07:00,210.349185681343,471.3069707808609,428.3105992713722
2020-01-06 18:00:00-07:00,6.31510996818542,7.59686388083224,0.0
2020-01-06 19:00:00-07:00,0.0,,
2020-01-06 20:00:00-07:00,0.0,,
2020-01-06 21:00:00-07:00,0.0,,
2020-01-06 22:00:00-07:00,0.0,,
2020-01-06 23:00:00-07:00,0.0,,
2020-01-07 00:00:00-07:00,0.0,,
2020-01-07 01:00:00-07:00,0.0,,
2020-01-07 02:00:00-07:00,0.0,,
2020-01-07 03:00:00-07:00,0.0,,
2020-01-07 04:00:00-07:00,0.0,,
2020-01-07 05:00:00-07:00,0.0,,
2020-01-07 06:00:00-07:00,0.0,,
2020-01-07 07:00:00-07:00,0.0,,
2020-01-07 08:00:00-07:00,50.2942270789035,180.9717845036737,151.3171206426516
2020-01-07 09:00:00-07:00,454.472457122802,1048.3135772714647,981.7913107678468
2020-01-07 10:00:00-07:00,710.839267985026,1537.466761634222,1447.4823940210551
2020-01-07 11:00:00-07:00,892.654132080078,1629.097654348303,1534.3325417863387
2020-01-07 12:00:00-07:00,994.439747111002,1623.7587567891348,1529.5920231507212
2020-01-07 13:00:00-07:00,1010.64127909342,3046.0918593953206,2876.7024979798166
2020-01-07 14:00:00-07:00,939.894563802083,2843.8693881878303,2683.555851660973
2020-01-07 15:00:00-07:00,789.282202148437,2451.46906091248,2357.74758554674
2020-01-07 16:00:00-07:00,564.290761820475,1758.16358124187,1655.604088926232
2020-01-07 17:00:00-07:00,201.459381380948,428.538755176193,389.5718697928212
2020-01-07 18:00:00-07:00,0.0,,
2020-01-07 19:00:00-07:00,0.0,,
2020-01-07 20:00:00-07:00,0.0,,
2020-01-07 21:00:00-07:00,0.0,,
2020-01-07 22:00:00-07:00,0.0,,
2020-01-07 23:00:00-07:00,0.0,,
2020-01-08 00:00:00-07:00,0.0,,
2020-01-08 01:00:00-07:00,0.0,,
2020-01-08 02:00:00-07:00,0.0,,
2020-01-08 03:00:00-07:00,0.0,,
2020-01-08 04:00:00-07:00,0.0,,
2020-01-08 05:00:00-07:00,0.0,,
2020-01-08 06:00:00-07:00,0.0,,
2020-01-08 07:00:00-07:00,0.0,,
2020-01-08 08:00:00-07:00,68.6008179908575,238.3301899944505,206.76974631274982
2020-01-08 09:00:00-07:00,467.831243896484,1058.5642167750868,991.7554194197235
2020-01-08 10:00:00-07:00,709.292712402343,1491.1779558823455,1404.0134788252096
2020-01-08 11:00:00-07:00,891.977046712239,1560.9089933063626,1469.8731713443399
2020-01-08 12:00:00-07:00,1005.12875467936,1590.09702126422,1497.6841418377373
2020-01-08 13:00:00-07:00,1039.38424479166,3128.25018152075,2949.8780356917564
2020-01-08 14:00:00-07:00,601.742169189453,1894.70197425248,1780.9076770084876
2020-01-08 15:00:00-07:00,318.187236785888,1017.00696099588,950.3799249050636
2020-01-08 16:00:00-07:00,265.035652542114,821.0455456709919,762.7454754221169
2020-01-08 17:00:00-07:00,230.10421529838,518.180021911962,472.3998452118414
2020-01-08 18:00:00-07:00,0.0,,
2020-01-08 19:00:00-07:00,0.0,,
2020-01-08 20:00:00-07:00,0.0,,
2020-01-08 21:00:00-07:00,0.0,,
2020-01-08 22:00:00-07:00,0.0,,
2020-01-08 23:00:00-07:00,0.0,,
2020-01-09 00:00:00-07:00,0.0,,
2020-01-09 01:00:00-07:00,0.0,,
2020-01-09 02:00:00-07:00,0.0,,
2020-01-09 03:00:00-07:00,0.0,,
2020-01-09 04:00:00-07:00,0.0,,
2020-01-09 05:00:00-07:00,0.0,,
2020-01-09 06:00:00-07:00,0.0,,
2020-01-09 07:00:00-07:00,0.0,,
2020-01-09 08:00:00-07:00,60.0143283497203,120.92498584382349,91.82125359298655
2020-01-09 09:00:00-07:00,367.351897557576,775.5129950385685,721.3248441257034
2020-01-09 10:00:00-07:00,193.147532526652,223.17463813960177,191.6030504633635
2020-01-09 11:00:00-07:00,206.445704650878,148.48560164494904,120.31338671470006
2020-01-09 12:00:00-07:00,340.471476999918,243.4541485043773,211.61003321464648
2020-01-09 13:00:00-07:00,258.70010579427,879.8695163481409,823.2326221249335
2020-01-09 14:00:00-07:00,394.265604146321,1294.59238174615,1224.9577582931172
2020-01-09 15:00:00-07:00,224.706994863656,742.212096063402,696.6576578817286
2020-01-09 16:00:00-07:00,51.4234808658031,170.3013827314,139.4449606374103
2020-01-09 17:00:00-07:00,16.9581828239636,56.323331843145105,31.469127055746704
2020-01-09 18:00:00-07:00,0.0,,
2020-01-09 19:00:00-07:00,0.0,,
2020-01-09 20:00:00-07:00,0.0,,
2020-01-09 21:00:00-07:00,0.0,,
2020-01-09 22:00:00-07:00,0.0,,
2020-01-09 23:00:00-07:00,0.0,,
2020-01-10 00:00:00-07:00,0.0,,
2020-01-10 01:00:00-07:00,0.0,,
2020-01-10 02:00:00-07:00,0.0,,
2020-01-10 03:00:00-07:00,0.0,,
2020-01-10 04:00:00-07:00,0.0,,
2020-01-10 05:00:00-07:00,0.0,,
2020-01-10 06:00:00-07:00,0.0,,
2020-01-10 07:00:00-07:00,0.0,,
2020-01-10 08:00:00-07:00,14.4781112098693,1.9331306471082226,0.10498680258173135
2020-01-10 09:00:00-07:00,41.7835734752898,17.728092618010475,1.9270786178245964
2020-01-10 10:00:00-07:00,225.630816205342,182.135432125592,152.63917584226792
2020-01-10 11:00:00-07:00,620.011963399251,1014.8548397507868,949.6272639267892
2020-01-10 12:00:00-07:00,288.915950012207,145.67862639540252,117.44893626775527
2020-01-10 13:00:00-07:00,858.009899393717,2729.38243449443,2580.855265321709
2020-01-10 14:00:00-07:00,775.3665725708,2461.6825606229695,2322.796056646957
2020-01-10 15:00:00-07:00,823.094677734375,2679.4638714780303,2511.0681343724277
2020-01-10 16:00:00-07:00,360.044501622517,1142.6421470931,1073.1608677636916
2020-01-10 17:00:00-07:00,133.305214405059,325.424464489247,291.7330673239442
2020-01-10 18:00:00-07:00,12.1514224865857,36.1181879417293,11.429254332997044
2020-01-10 19:00:00-07:00,0.0,,
2020-01-10 20:00:00-07:00,0.0,,
2020-01-10 21:00:00-07:00,0.0,,
2020-01-10 22:00:00-07:00,0.0,,
2020-01-10 23:00:00-07:00,0.0,,
2020-01-11 00:00:00-07:00,0.0,,
2020-01-11 01:00:00-07:00,0.0,,
2020-01-11 02:00:00-07:00,0.0,,
2020-01-11 03:00:00-07:00,0.0,,
2020-01-11 04:00:00-07:00,0.0,,
2020-01-11 05:00:00-07:00,0.0,,
2020-01-11 06:00:00-07:00,0.0,,
2020-01-11 07:00:00-07:00,0.0,,
2020-01-11 08:00:00-07:00,71.2170446326093,183.43948625366122,154.0227140464624
2020-01-11 09:00:00-07:00,453.545876566569,1054.0639711266356,987.2921184847215
2020-01-11 10:00:00-07:00,709.751298014323,1526.6896730152682,1436.7824242382312
2020-01-11 11:00:00-07:00,891.594782511393,1603.1049318146079,1510.1131152171968
2020-01-11 12:00:00-07:00,997.404119873046,1584.2952815640829,1491.4719527928003
2020-01-11 13:00:00-07:00,1021.8620727539,3091.3642851723503,2892.1314310064727
2020-01-11 14:00:00-07:00,955.396152750651,2944.1340787807503,2787.326509370369
2020-01-11 15:00:00-07:00,806.746848551432,2555.52950996914,2403.8280865798984
2020-01-11 16:00:00-07:00,578.842724100748,1856.70391431482,1759.8974140508265
2020-01-11 17:00:00-07:00,235.914886283874,539.931257150312,498.8647731320744
2020-01-11 18:00:00-07:00,9.94206285476684,30.0396384466749,6.6105743067227305
2020-01-11 19:00:00-07:00,0.0,,
2020-01-11 20:00:00-07:00,0.0,,
2020-01-11 21:00:00-07:00,0.0,,
2020-01-11 22:00:00-07:00,0.0,,
2020-01-11 23:00:00-07:00,0.0,,
2020-01-12 00:00:00-07:00,0.0,,
2020-01-12 01:00:00-07:00,0.0,,
2020-01-12 02:00:00-07:00,0.0,,
2020-01-12 03:00:00-07:00,0.0,,
2020-01-12 04:00:00-07:00,0.0,,
2020-01-12 05:00:00-07:00,0.0,,
2020-01-12 06:00:00-07:00,0.0,,
2020-01-12 07:00:00-07:00,0.0,,
2020-01-12 08:00:00-07:00,68.1791319211324,205.28818684466913,174.43664440776234
2020-01-12 09:00:00-07:00,442.882377624511,1022.7017305477278,957.263471361303
2020-01-12 10:00:00-07:00,697.756970214843,1473.3873816742332,1387.4373529020659
2020-01-12 11:00:00-07:00,885.572495524088,1566.6968263493268,1475.472532428986
2020-01-12 12:00:00-07:00,992.208239746093,1552.5450806575384,1462.3894969134822
2020-01-12 13:00:00-07:00,1012.92337443033,3039.9410077574203,2852.4433423067176
2020-01-12 14:00:00-07:00,942.401626586914,2855.4550288203495,2716.7096712169064
2020-01-12 15:00:00-07:00,794.800172932942,2482.14801168873,2329.4265910950303
2020-01-12 16:00:00-07:00,572.682508341471,1826.4814725631697,1721.35425844499
2020-01-12 17:00:00-07:00,237.603138891317,550.601021931194,505.3433004859672
2020-01-12 18:00:00-07:00,0.0,,
2020-01-12 19:00:00-07:00,0.0,,
2020-01-12 20:00:00-07:00,0.0,,
2020-01-12 21:00:00-07:00,0.0,,
2020-01-12 22:00:00-07:00,0.0,,
2020-01-12 23:00:00-07:00,0.0,,
2020-01-13 00:00:00-07:00,0.0,,
2020-01-13 01:00:00-07:00,0.0,,
2020-01-13 02:00:00-07:00,0.0,,
2020-01-13 03:00:00-07:00,0.0,,
2020-01-13 04:00:00-07:00,0.0,,
2020-01-13 05:00:00-07:00,0.0,,
2020-01-13 06:00:00-07:00,0.0,,
2020-01-13 07:00:00-07:00,0.0,,
2020-01-13 08:00:00-07:00,71.5542185966004,204.31876690899472,173.61291283703642
2020-01-13 09:00:00-07:00,263.47765229543,622.8454081867254,574.8606903959759
2020-01-13 10:00:00-07:00,686.565141805013,1459.3284728188007,1374.4276138293922
2020-01-13 11:00:00-07:00,873.09011739095,1544.6422754880905,1454.6203093366532
2020-01-13 12:00:00-07:00,982.528448486328,1522.9768491568461,1433.088760314427
2020-01-13 13:00:00-07:00,1010.17168986002,3049.9524781845,2884.80160744676
2020-01-13 14:00:00-07:00,954.614193725585,2947.6417742534,2770.0312010837715
2020-01-13 15:00:00-07:00,804.895759073893,2535.33989454656,2371.489589435591
2020-01-13 16:00:00-07:00,581.000136820475,1858.73059622714,1745.822474969004
2020-01-13 17:00:00-07:00,245.830412832895,572.559123299501,524.2363074054321
2020-01-13 18:00:00-07:00,9.51297922134399,30.0196416592656,5.372983062555288
2020-01-13 19:00:00-07:00,0.0,,
2020-01-13 20:00:00-07:00,0.0,,
2020-01-13 21:00:00-07:00,0.0,,
2020-01-13 22:00:00-07:00,0.0,,
2020-01-13 23:00:00-07:00,0.0,,
2020-01-14 00:00:00-07:00,0.0,,
2020-01-14 01:00:00-07:00,0.0,,
2020-01-14 02:00:00-07:00,0.0,,
2020-01-14 03:00:00-07:00,0.0,,
2020-01-14 04:00:00-07:00,0.0,,
2020-01-14 05:00:00-07:00,0.0,,
2020-01-14 06:00:00-07:00,0.0,,
2020-01-14 07:00:00-07:00,0.0,,
2020-01-14 08:00:00-07:00,89.5143278398011,240.73762869180524,209.13061054442736
2020-01-14 09:00:00-07:00,452.503589375813,1046.8913605655923,980.4442717088426
2020-01-14 10:00:00-07:00,702.787142944336,1463.638734427807,1378.3171600211444
2020-01-14 11:00:00-07:00,891.005880737304,1552.3058629963264,1462.1641705125994
2020-01-14 12:00:00-07:00,997.204148356119,1536.1087867618594,1446.4073273473837
2020-01-14 13:00:00-07:00,1021.57641398111,3041.9946162259193,2848.634919386602
2020-01-14 14:00:00-07:00,914.692055257161,2752.12647227117,2609.726792774222
2020-01-14 15:00:00-07:00,681.794397481282,961.39220781874,902.5003704975755
2020-01-14 16:00:00-07:00,507.742368570963,0.0,-0.0001291471300727
2020-01-14 17:00:00-07:00,242.525831476847,0.000155705831847,5.776823868383128e-06
2020-01-14 18:00:00-07:00,15.3086906433105,0.00019749999497099997,1.3478004276065866e-05
2020-01-14 19:00:00-07:00,0.0,,
2020-01-14 20:00:00-07:00,0.0,,
2020-01-14 21:00:00-07:00,0.0,,
2020-01-14 22:00:00-07:00,0.0,,
2020-01-14 23:00:00-07:00,0.0,,
2020-01-15 00:00:00-07:00,0.0,,
2020-01-15 01:00:00-07:00,0.0,,
2020-01-15 02:00:00-07:00,0.0,,
2020-01-15 03:00:00-07:00,0.0,,
2020-01-15 04:00:00-07:00,0.0,,
2020-01-15 05:00:00-07:00,0.0,,
2020-01-15 06:00:00-07:00,0.0,,
2020-01-15 07:00:00-07:00,0.0,,
2020-01-15 08:00:00-07:00,53.1944718207082,0.0002285468337996128,1.2412198501272036e-05
2020-01-15 09:00:00-07:00,374.76706161499,0.00022006097700743454,1.1951338303793934e-05
2020-01-15 10:00:00-07:00,455.005874633789,0.00018864803883467663,1.0245326377808034e-05
2020-01-15 11:00:00-07:00,820.181951904296,0.0001793724765844585,9.741577899010215e-06
2020-01-15 12:00:00-07:00,612.760572306315,0.00014863432924603362,8.072213331656832e-06
2020-01-15 13:00:00-07:00,866.770304361979,0.0002708387158403,8.97775651425958e-06
2020-01-15 14:00:00-07:00,853.595847574869,0.00024102738299760002,0.0
2020-01-15 15:00:00-07:00,704.460775756835,0.00023606423164620002,2.5252539030682328e-05
2020-01-15 16:00:00-07:00,349.704432423909,0.0002202222175785,0.0
2020-01-15 17:00:00-07:00,44.4127459879274,0.0001683149062065,9.848743536778252e-06
2020-01-15 18:00:00-07:00,0.0,,
2020-01-15 19:00:00-07:00,0.0,,
2020-01-15 20:00:00-07:00,0.0,,
2020-01-15 21:00:00-07:00,0.0,,
2020-01-15 22:00:00-07:00,0.0,,
2020-01-15 23:00:00-07:00,0.0,,
2020-01-16 00:00:00-07:00,0.0,,
2020-01-16 01:00:00-07:00,0.0,,
2020-01-16 02:00:00-07:00,0.0,,
2020-01-16 03:00:00-07:00,0.0,,
2020-01-16 04:00:00-07:00,0.0,,
2020-01-16 05:00:00-07:00,0.0,,
2020-01-16 06:00:00-07:00,0.0,,
2020-01-16 07:00:00-07:00,0.0,,
2020-01-16 08:00:00-07:00,6.57947622405158,0.000219993944065052,1.1947697797499693e-05
2020-01-16 09:00:00-07:00,25.3563496984284,0.00014298329445599305,7.765310083926534e-06
2020-01-16 10:00:00-07:00,70.248135776843,8.142973947598199e-05,4.422385003018442e-06
2020-01-16 11:00:00-07:00,88.6996880940028,3.0751439308012715e-05,1.6700864437506812e-06
2020-01-16 12:00:00-07:00,69.1079912185668,7.539316263547381e-06,4.094543270245786e-07
2020-01-16 13:00:00-07:00,55.3879941940307,0.0002996909471615,0.0
2020-01-16 14:00:00-07:00,67.4550774256388,0.0003096446489783,0.0
2020-01-16 15:00:00-07:00,53.7442905162942,0.0002942206430723,1.5289226452732392e-06
2020-01-16 16:00:00-07:00,37.3733151104985,0.0002959770590692,0.0
2020-01-16 17:00:00-07:00,10.6879206399122,0.0002984835893267,2.5477672215847825e-05
2020-01-16 18:00:00-07:00,0.0,,
2020-01-16 19:00:00-07:00,0.0,,
2020-01-16 20:00:00-07:00,0.0,,
2020-01-16 21:00:00-07:00,0.0,,
2020-01-16 22:00:00-07:00,0.0,,
2020-01-16 23:00:00-07:00,0.0,,
2020-01-17 00:00:00-07:00,0.0,,
2020-01-17 01:00:00-07:00,0.0,,
2020-01-17 02:00:00-07:00,0.0,,
2020-01-17 03:00:00-07:00,0.0,,
2020-01-17 04:00:00-07:00,0.0,,
2020-01-17 05:00:00-07:00,0.0,,
2020-01-17 06:00:00-07:00,0.0,,
2020-01-17 07:00:00-07:00,0.0,,
2020-01-17 08:00:00-07:00,10.619750289356,0.00022645049319888367,1.2298347894681089e-05
2020-01-17 09:00:00-07:00,25.0493665218353,0.00012645589089051634,6.867719816081504e-06
2020-01-17 10:00:00-07:00,46.6912602186203,6.448754814501219e-05,3.5022679383869224e-06
2020-01-17 11:00:00-07:00,52.5870200969554,2.3573346707518976e-05,1.2802498893053089e-06
2020-01-17 12:00:00-07:00,97.9292053222656,1.6824427629784227e-06,9.137214107908651e-08
2020-01-17 13:00:00-07:00,382.73098856608,0.000346858405244,0.0
2020-01-17 14:00:00-07:00,917.495431009928,0.0003470823624163,0.0
2020-01-17 15:00:00-07:00,787.095132446289,0.0003477285641723001,0.0
2020-01-17 16:00:00-07:00,584.579855855305,0.0003405692337664,1.44231661792304e-05
2020-01-17 17:00:00-07:00,103.771513144175,0.0003390161892687,7.24963394504247e-07
2020-01-17 18:00:00-07:00,16.4789800303322,0.0003214639966991,0.0
2020-01-17 19:00:00-07:00,0.0,,
2020-01-17 20:00:00-07:00,0.0,,
2020-01-17 21:00:00-07:00,0.0,,
2020-01-17 22:00:00-07:00,0.0,,
2020-01-17 23:00:00-07:00,0.0,,
2020-01-18 00:00:00-07:00,0.0,,
2020-01-18 01:00:00-07:00,0.0,,
2020-01-18 02:00:00-07:00,0.0,,
2020-01-18 03:00:00-07:00,0.0,,
2020-01-18 04:00:00-07:00,0.0,,
2020-01-18 05:00:00-07:00,0.0,,
2020-01-18 06:00:00-07:00,0.0,,
2020-01-18 07:00:00-07:00,0.0,,
2020-01-18 08:00:00-07:00,113.223738965534,0.00025416692344677413,1.3803605387266225e-05
2020-01-18 09:00:00-07:00,442.104956563313,0.00025527241853377585,1.3863643954565203e-05
2020-01-18 10:00:00-07:00,615.144097391764,0.0001985024093674957,1.0780509478465994e-05
2020-01-18 11:00:00-07:00,797.023624165852,0.00015066982862617305,8.18275969948645e-06
2020-01-18 12:00:00-07:00,994.699442545572,0.000133249750493441,7.236688979116205e-06
2020-01-18 13:00:00-07:00,1026.78846944173,0.0002940086749676,0.0
2020-01-18 14:00:00-07:00,969.871748860677,0.000348163568252,0.0
2020-01-18 15:00:00-07:00,822.437875366211,0.000331445593596,5.2593280178241945e-05
2020-01-18 16:00:00-07:00,598.830009969075,0.00032495080613510004,1.9739738797086383e-05
2020-01-18 17:00:00-07:00,286.346945254007,0.0003027482627741,0.0
2020-01-18 18:00:00-07:00,13.7403192520141,0.0003749999629799,0.0
2020-01-18 19:00:00-07:00,0.0,,
2020-01-18 20:00:00-07:00,0.0,,
2020-01-18 21:00:00-07:00,0.0,,
2020-01-18 22:00:00-07:00,0.0,,
2020-01-18 23:00:00-07:00,0.0,,
2020-01-19 00:00:00-07:00,0.0,,
2020-01-19 01:00:00-07:00,0.0,,
2020-01-19 02:00:00-07:00,0.0,,
2020-01-19 03:00:00-07:00,0.0,,
2020-01-19 04:00:00-07:00,0.0,,
2020-01-19 05:00:00-07:00,0.0,,
2020-01-19 06:00:00-07:00,0.0,,
2020-01-19 07:00:00-07:00,0.0,,
2020-01-19 08:00:00-07:00,44.9600076093906,0.0003026388907721043,1.643607974793352e-05
2020-01-19 09:00:00-07:00,140.970569547017,0.0002505011835585679,1.3604521941698389e-05
2020-01-19 10:00:00-07:00,628.355662790934,0.00019810417502408217,1.0758881684992354e-05
2020-01-19 11:00:00-07:00,797.072926839192,0.00014506125874569245,7.878162687541764e-06
2020-01-19 12:00:00-07:00,960.706712341308,0.00015925206583084747,8.6488542412416e-06
2020-01-19 13:00:00-07:00,980.808970133463,0.0003446487182889,2.3166695330437276e-05
2020-01-19 14:00:00-07:00,829.907295735677,0.00033443767498980004,0.0
2020-01-19 15:00:00-07:00,679.77618560791,0.0003166492818829,0.0
2020-01-19 16:00:00-07:00,521.180902608235,0.00031132483392,0.0
