,i_dc,v_dc,p_dc,p_ac
2020-08-21 03:00:00+02:00,0.0,,0.0,0.0
2020-08-21 04:00:00+02:00,0.0,,0.0,0.0
2020-08-21 05:00:00+02:00,0.0,,0.0,0.0
2020-08-21 06:00:00+02:00,0.0,,0.0,0.0
2020-08-21 07:00:00+02:00,0.0,,0.0,0.0
2020-08-21 08:00:00+02:00,3.599737278075633,602.8402840284028,2170.0666431427444,1929.4442419419584
2020-08-21 09:00:00+02:00,13.439994922569182,602.2002200220022,8093.567899465755,7823.159299174672
2020-08-21 10:00:00+02:00,24.240062256225627,583.3983398339834,14141.612077754433,13645.27590954041
2020-08-21 11:00:00+02:00,33.72023162316231,561.3961396139614,18930.407860131945,17857.18634359534
2020-08-21 12:00:00+02:00,38.69737773777378,549.6349634963497,21269.431800305745,20372.150367239414
2020-08-21 13:00:00+02:00,39.777401740174014,546.4346434643464,21735.75033783006,20365.373685402552
2020-08-21 14:00:00+02:00,39.90032523252325,545.7945794579458,21777.381230520292,20434.194169190243
2020-08-21 15:00:00+02:00,51.15824782478248,451.3051305130513,23087.97971138248,21887.10778277906
2020-08-21 16:00:00+02:00,37.98030363036304,549.3949394939494,20866.18661496513,19698.043715012624
2020-08-21 17:00:00+02:00,39.5374197419742,544.034403440344,21509.716562895414,20678.147601078927
2020-08-21 18:00:00+02:00,23.400074257425743,580.1980198019802,13576.676747377709,12902.462103630513
2020-08-21 19:00:00+02:00,13.379086062452396,596.0396039603961,7974.465158016182,7515.588086649311
2020-08-21 20:00:00+02:00,5.579598759875986,601.2401240124013,3354.6786503272783,3041.1008914084905
2020-08-21 21:00:00+02:00,0.0,,0.0,0.0
2020-08-21 22:00:00+02:00,0.0,,0.0,0.0
2020-08-21 23:00:00+02:00,0.0,,0.0,0.0
2020-08-22 00:00:00+02:00,0.0,,0.0,0.0
2020-08-22 01:00:00+02:00,0.0,,0.0,0.0
2020-08-22 02:00:00+02:00,0.0,,0.0,0.0
2020-08-22 03:00:00+02:00,0.0,,0.0,0.0
2020-08-22 04:00:00+02:00,0.0,,0.0,0.0
2020-08-22 05:00:00+02:00,0.0,,0.0,0.0
2020-08-22 06:00:00+02:00,0.0,,0.0,0.0
2020-08-22 07:00:00+02:00,0.0,,0.0,0.0
2020-08-22 08:00:00+02:00,0.6600003711711377,581.3981398139814,383.7229880754368,215.70433880447388
2020-08-22 09:00:00+02:00,6.71999399939994,605.4005400540054,4068.2879963963996,3822.0690806857583
2020-08-22 10:00:00+02:00,18.960025802580258,591.3991399139913,11212.942952393048,10923.708835129755
2020-08-22 11:00:00+02:00,29.16215221522153,569.5569556955695,16609.50663723238,15984.193434452267
2020-08-22 12:00:00+02:00,40.92035163516352,541.3941394139414,22154.038558035223,21309.537767660582
2020-08-22 13:00:00+02:00,40.248790879087935,573.6373637363736,23088.2102934566,22033.34182832949
2020-08-22 14:00:00+02:00,56.233060091723466,410.5810581058106,23088.229312987452,22249.49177499583
2020-08-22 15:00:00+02:00,41.46344134413441,541.1541154115412,22438.11192250338,21359.042268622637
2020-08-22 16:00:00+02:00,36.48027962796281,553.3953395339533,20188.01673101004,19190.701315735896
2020-08-22 17:00:00+02:00,32.457832583258316,561.2361236123613,18216.508139886893,17264.794255554887
2020-08-22 18:00:00+02:00,19.57070973764043,587.0787078707871,11489.546984888175,10993.303961677955
2020-08-22 19:00:00+02:00,13.260019601960197,590.1990199019901,7826.0505729580855,7685.121839593219
2020-08-22 20:00:00+02:00,4.6553765376537655,589.7189718971897,2745.363865579477,2532.9413593672402
2020-08-22 21:00:00+02:00,1.560102610261026,589.5589558955896,919.7724659954745,708.2047649829437
2020-08-22 22:00:00+02:00,0.0,,0.0,0.0
2020-08-22 23:00:00+02:00,0.0,,0.0,0.0
2020-08-23 00:00:00+02:00,0.0,,0.0,0.0
2020-08-23 01:00:00+02:00,0.0,,0.0,0.0
2020-08-23 02:00:00+02:00,0.0,,0.0,0.0
2020-08-23 03:00:00+02:00,0.0,,0.0,0.0
2020-08-23 04:00:00+02:00,0.0,,0.0,0.0
2020-08-23 05:00:00+02:00,0.0,,0.0,0.0
2020-08-23 06:00:00+02:00,0.0,,0.0,0.0
2020-08-23 07:00:00+02:00,1.4400735439397598,597.959795979598,861.1060825298354,667.8042505974307
2020-08-23 08:00:00+02:00,2.15985082052509,592.8392839283929,1280.4444138322463,1107.1099992060344
2020-08-23 09:00:00+02:00,11.03998312331233,609.000900090009,6723.359659075719,6303.030817702001
2020-08-23 10:00:00+02:00,14.69899389938994,602.4402440244024,8855.265471661678,8559.669819740315
2020-08-23 11:00:00+02:00,31.50016301630163,567.3967396739674,17873.089794648033,16963.243938180705
2020-08-23 12:00:00+02:00,39.00029882988299,550.1950195019501,21457.770175289355,20380.13747006978
2020-08-23 13:00:00+02:00,9.359998333166649,601.000100010001,5625.359934326599,5359.677370787339
2020-08-23 14:00:00+02:00,13.080002800280031,598.5998599859986,7829.687844864096,7459.298715542837
2020-08-23 15:00:00+02:00,28.63013701370137,572.5972597259727,16393.537999624547,15641.217664546313
2020-08-23 16:00:00+02:00,40.077398739873985,546.8346834683468,21915.711654153714,21094.079293122813
2020-08-23 17:00:00+02:00,34.1402196219622,563.3963396339634,19234.474769313118,18552.34342107829
2020-08-23 18:00:00+02:00,27.89813781378138,572.4372437243725,15969.933115163703,14981.442183428559
2020-08-23 19:00:00+02:00,16.500022502250225,590.999099909991,9751.49844732448,9103.244430231016
2020-08-23 20:00:00+02:00,1.3800786914134453,585.5585558555856,808.1168855111234,663.9507846970806
2020-08-23 21:00:00+02:00,0.0,,0.0,0.0
2020-08-23 22:00:00+02:00,0.0,,0.0,0.0
2020-08-23 23:00:00+02:00,0.0,,0.0,0.0
2020-08-24 00:00:00+02:00,0.0,,0.0,0.0
2020-08-24 01:00:00+02:00,0.0,,0.0,0.0
2020-08-24 02:00:00+02:00,0.0,,0.0,0.0
2020-08-24 03:00:00+02:00,0.0,,0.0,0.0
2020-08-24 04:00:00+02:00,0.0,,0.0,0.0
2020-08-24 05:00:00+02:00,0.0,,0.0,0.0
2020-08-24 06:00:00+02:00,0.0,,0.0,0.0
2020-08-24 07:00:00+02:00,0.0,,0.0,0.0
2020-08-24 08:00:00+02:00,0.05809161240861432,304.0904090409041,17.665102179181186,0.0
2020-08-24 09:00:00+02:00,9.23997566423309,614.6014601460147,5678.902534951299,5358.927741949327
2020-08-24 10:00:00+02:00,6.0003667866786685,608.7608760876087,3652.788541905496,3434.189624711473
2020-08-24 11:00:00+02:00,31.857784578457846,569.2369236923693,18134.627289095548,17532.10283411263
2020-08-24 12:00:00+02:00,51.1710696783964,451.22512251225123,23089.67218471736,22304.919187785254
2020-08-24 13:00:00+02:00,47.106715133051765,490.10901090109013,23087.425560659416,21996.458329944042
2020-08-24 14:00:00+02:00,41.16638313831384,548.9148914891489,22596.84073336827,21168.78442972198
